Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2480|1892|1635|1360|1110|865|626|524|374|376|283|249|239|249|126|112|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2480|1892|1635|1360|1110|865|626|524|374|376|283|249|239|249|126|112|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2480|1892|1635|1360|1110|865|626|524|374|376|283|249|239|249|238|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2480|1892|1635|1360|1110|865|626|524|374|376|283|249|239|249|238|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,5036|2480|1892|1635|1360|1110|865|626|524|374|376|283|249|239|249|238|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,5036|2480|1892|1635|1360|1110|865|626|524|374|376|283|249|239|249|238|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,250|1135|526|423|326|248|182|118|89|53|48|42|51|67|95|55|,4786|1345|1366|1212|1034|862|683|508|435|321|328|241|198|172|154|71|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4786|1345|1366|1212|1034|862|683|508|435|321|328|241|198|172|154|71|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4786|1345|1366|1212|1034|862|683|508|435|321|328|241|198|172|154|71|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4786|1345|1366|1212|1034|862|683|508|435|321|328|241|198|172|225|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4786|1345|1366|1212|1034|862|683|508|435|321|328|241|198|172|225|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4465|4786|1345|1366|1212|1034|862|683|508|435|321|328|241|198|172|225|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4465|4786|1345|1366|1212|1034|862|683|508|435|321|328|241|198|172|225|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,228|2248|389|368|307|240|181|134|98|72|43|55|45|57|63|74|,4237|2538|956|998|905|794|681|549|410|363|278|273|196|141|109|80|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
2,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4237|2538|956|998|905|794|681|549|410|363|278|273|196|141|109|80|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4237|2538|956|998|905|794|681|549|410|363|278|273|196|141|109|80|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4237|2538|956|998|905|794|681|549|410|363|278|273|196|141|189|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4237|2538|956|998|905|794|681|549|410|363|278|273|196|141|189|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4621|4237|2538|956|998|905|794|681|549|410|363|278|273|196|141|189|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4621|4237|2538|956|998|905|794|681|549|410|363|278|273|196|141|189|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,202|1988|739|257|251|205|165|138|99|64|48|43|58|56|52|52|,4419|2249|1799|699|747|700|629|543|450|346|315|235|215|140|89|57|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
3,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4419|2249|1799|699|747|700|629|543|450|346|315|235|215|140|89|57|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4419|2249|1799|699|747|700|629|543|450|346|315|235|215|140|89|57|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4419|2249|1799|699|747|700|629|543|450|346|315|235|215|140|146|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4419|2249|1799|699|747|700|629|543|450|346|315|235|215|140|146|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4624|4419|2249|1799|699|747|700|629|543|450|346|315|235|215|140|146|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4624|4419|2249|1799|699|747|700|629|543|450|346|315|235|215|140|146|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,183|2085|664|499|173|178|157|128|98|73|50|49|44|62|49|38|,4441|2334|1585|1300|526|569|543|501|445|377|296|266|191|153|91|51|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
4,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4441|2334|1585|1300|526|569|543|501|445|377|296|266|191|153|91|51|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4441|2334|1585|1300|526|569|543|501|445|377|296|266|191|153|91|51|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4441|2334|1585|1300|525|569|543|501|444|377|296|266|191|153|142|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4441|2334|1585|1300|525|569|543|501|444|377|296|266|191|153|142|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4608|4441|2334|1585|1300|525|569|543|501|444|377|296|266|191|153|142|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4608|4441|2334|1585|1300|525|569|543|501|444|377|296|266|191|153|142|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,129|2106|692|440|337|119|130|104|87|72|56|50|55|52|59|42|,4479|2335|1642|1145|963|406|439|439|414|372|321|246|211|139|94|49|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
5,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4479|2335|1642|1145|963|406|439|439|414|372|321|246|211|139|94|49|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4479|2335|1642|1145|963|406|439|439|414|372|321|246|211|139|94|49|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4479|2335|1642|1145|963|406|439|439|414|372|321|246|211|139|143|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4479|2335|1642|1145|963|406|439|439|414|372|321|246|211|139|143|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4631|4479|2335|1642|1145|963|406|439|439|414|372|321|246|211|139|143|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4631|4479|2335|1642|1145|963|406|439|439|414|372|321|246|211|139|143|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,74|2122|693|451|297|228|82|85|75|69|55|51|47|57|49|45|,4557|2357|1642|1191|848|735|324|354|364|345|317|270|199|154|90|49|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
6,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4557|2357|1642|1191|848|735|324|354|364|345|317|270|199|154|90|49|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4557|2357|1642|1191|848|735|324|354|364|345|317|270|199|154|90|49|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4557|2355|1641|1190|848|734|324|354|364|345|317|269|199|153|139|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4557|2355|1641|1190|848|734|324|354|364|345|317|269|199|153|139|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4646|4557|2355|1641|1190|848|734|324|354|364|345|317|269|199|153|139|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4646|4557|2355|1641|1190|848|734|324|354|364|345|317|269|199|153|139|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,115|2162|701|456|309|200|166|63|66|61|47|51|53|54|51|44|,4531|2395|1654|1185|881|648|568|261|288|303|298|266|216|145|102|46|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
7,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4531|2395|1654|1185|881|648|568|261|288|303|298|266|216|145|102|46|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4531|2395|1654|1185|881|648|568|261|288|303|298|266|216|145|102|46|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4531|2393|1654|1183|881|647|567|261|287|303|298|266|216|145|148|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4531|2393|1654|1183|881|647|567|261|287|303|298|266|216|145|148|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4642|4531|2393|1654|1183|881|647|567|261|287|303|298|266|216|145|148|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4642|4531|2393|1654|1183|881|647|567|261|287|303|298|266|216|145|148|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,68|2152|712|464|311|219|142|120|41|51|48|46|57|57|54|41|,4574|2379|1681|1190|872|662|505|447|220|236|255|252|209|159|91|61|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
8,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4574|2379|1681|1190|872|662|505|447|220|236|255|252|209|159|91|61|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4574|2379|1681|1190|872|662|505|447|220|236|255|252|209|159|91|61|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4574|2377|1680|1188|872|662|504|447|217|236|254|251|209|158|152|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4574|2377|1680|1188|872|662|504|447|217|236|254|251|209|158|152|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4593|4574|2377|1680|1188|872|662|504|447|217|236|254|251|209|158|152|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4593|4574|2377|1680|1188|872|662|504|447|217|236|254|251|209|158|152|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,97|2167|708|465|312|210|151|105|78|36|28|39|48|60|58|39|,4496|2407|1669|1215|876|662|511|399|369|181|208|215|203|149|100|52|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
9,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4496|2407|1669|1215|876|662|511|399|369|181|208|215|203|149|100|52|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4496|2407|1669|1215|876|662|511|399|369|181|208|215|203|149|100|52|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4524|2428|1688|1230|885|669|517|410|373|187|208|217|204|149|155|,0|28|25|20|17|13|8|10|11|4|6|1|2|1|1|3|,0|4524|2428|1688|1230|885|669|517|410|373|187|208|217|204|149|155|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4655|4524|2428|1688|1230|885|669|517|410|373|187|208|217|204|149|155|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4655|4524|2428|1688|1230|885|669|517|410|373|187|208|217|204|149|155|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,44|2155|738|479|319|216|153|108|73|63|21|35|46|56|55|50|,4611|2369|1690|1209|911|669|516|409|337|310|166|173|171|148|94|51|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
