Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
14,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4479|2380|1666|1198|902|674|518|427|336|279|235|212|145|116|50|34|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4479|2380|1666|1198|902|674|518|427|336|279|235|212|145|116|50|34|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4479|2375|1654|1189|898|668|517|424|336|279|234|209|144|116|84|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4479|2375|1654|1189|898|668|517|424|336|279|234|209|144|116|84|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4508|4479|2375|1654|1189|898|668|517|424|336|279|234|209|144|116|84|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4508|4479|2375|1654|1189|898|668|517|424|336|279|234|209|144|116|84|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,7|2124|701|466|315|218|147|106|74|57|41|38|43|42|44|26|,4501|2355|1674|1188|874|680|521|411|350|279|238|196|166|102|72|24|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
15,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4501|2355|1674|1188|874|680|521|411|350|279|238|196|166|102|72|24|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4501|2355|1674|1188|874|680|521|411|350|279|238|196|166|102|72|24|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4501|2337|1664|1183|868|676|519|410|347|276|238|192|165|102|95|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4501|2337|1664|1183|868|676|519|410|347|276|238|192|165|102|95|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4462|4501|2337|1664|1183|868|676|519|410|347|276|238|192|165|102|95|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4462|4501|2337|1664|1183|868|676|519|410|347|276|238|192|165|102|95|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,54|2146|705|470|314|209|149|107|73|55|42|49|44|48|37|31|,4408|2355|1632|1194|869|659|527|412|337|292|234|189|148|117|65|40|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
16,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4408|2355|1632|1194|869|659|527|412|337|292|234|189|148|117|65|40|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4408|2355|1632|1194|869|659|527|412|337|292|234|189|148|117|65|40|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4408|2336|1619|1189|864|653|518|410|336|286|231|186|147|116|103|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4408|2336|1619|1189|864|653|518|410|336|286|231|186|147|116|103|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4425|4408|2336|1619|1189|864|653|518|410|336|286|231|186|147|116|103|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4425|4408|2336|1619|1189|864|653|518|410|336|286|231|186|147|116|103|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,40|2086|693|449|310|210|146|103|80|58|45|36|38|42|45|29|,4385|2322|1643|1170|879|654|507|415|330|278|241|195|148|105|71|35|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
17,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4385|2322|1643|1170|879|654|507|415|330|278|241|195|148|105|71|35|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4385|2322|1643|1170|879|654|507|415|330|278|241|195|148|105|71|35|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4385|2301|1632|1149|871|645|499|413|328|274|239|192|148|102|103|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4385|2301|1632|1149|871|645|499|413|328|274|239|192|148|102|103|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4433|4385|2301|1632|1149|871|645|499|413|328|274|239|192|148|102|103|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4433|4385|2301|1632|1149|871|645|499|413|328|274|239|192|148|102|103|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,71|2067|686|457|298|214|143|105|75|52|37|42|35|37|39|33|,4362|2318|1615|1175|851|657|502|394|338|276|237|197|157|111|63|37|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
18,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4362|2318|1615|1175|851|657|502|394|338|276|237|197|157|111|63|37|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4362|2318|1615|1175|851|657|502|394|338|276|237|197|157|111|63|37|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4362|2294|1599|1158|841|651|497|391|333|275|235|192|154|110|99|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4362|2294|1599|1158|841|651|497|391|333|275|235|192|154|110|99|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4382|4362|2294|1599|1158|841|651|497|391|333|275|235|192|154|110|99|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4382|4362|2294|1599|1158|841|651|497|391|333|275|235|192|154|110|99|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,74|2069|679|443|300|197|149|102|71|57|43|36|42|44|42|27|,4308|2293|1615|1156|858|644|502|395|320|276|232|199|150|110|68|35|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
19,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4308|2293|1615|1156|858|644|502|395|320|276|232|199|150|110|68|35|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4308|2293|1615|1156|858|644|502|395|320|276|232|199|150|110|68|35|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4308|2267|1587|1140|845|633|495|392|319|273|228|196|148|109|101|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4308|2267|1587|1140|845|633|495|392|319|273|228|196|148|109|101|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4318|4308|2267|1587|1140|845|633|495|392|319|273|228|196|148|109|101|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4318|4308|2267|1587|1140|845|633|495|392|319|273|228|196|148|109|101|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,59|2050|676|440|300|205|146|104|72|52|44|37|38|42|38|32|,4259|2258|1591|1147|840|640|487|391|320|267|229|191|158|106|71|35|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
20,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4259|2258|1591|1147|840|640|487|391|320|267|229|191|158|106|71|35|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4259|2258|1591|1147|840|640|487|391|320|267|229|191|158|106|71|35|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4259|2223|1561|1130|825|629|478|380|312|264|226|188|154|103|102|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4259|2223|1561|1130|825|629|478|380|312|264|226|188|154|103|102|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4264|4259|2223|1561|1130|825|629|478|380|312|264|226|188|154|103|102|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4264|4259|2223|1561|1130|825|629|478|380|312|264|226|188|154|103|102|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,42|1998|651|425|290|198|137|95|69|52|36|40|33|41|40|32|,4222|2261|1572|1136|840|627|492|383|311|260|228|186|155|113|63|35|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
21,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4222|2261|1572|1136|840|627|492|383|311|260|228|186|155|113|63|35|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4222|2261|1572|1136|840|627|492|383|311|260|228|186|155|113|63|35|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4222|2198|1541|1105|809|612|475|372|299|255|223|183|150|110|98|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4222|2198|1541|1105|809|612|475|372|299|255|223|183|150|110|98|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4218|4222|2198|1541|1105|809|612|475|372|299|255|223|183|150|110|98|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4218|4222|2198|1541|1105|809|612|475|372|299|255|223|183|150|110|98|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,61|1997|645|429|286|196|132|95|67|46|42|32|38|49|41|33|,4157|2225|1553|1112|819|613|480|380|305|253|213|191|145|101|69|30|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
22,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4157|2225|1553|1112|819|613|480|380|305|253|213|191|145|101|69|30|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4157|2225|1553|1112|819|613|480|380|305|253|213|191|145|101|69|30|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4157|2178|1519|1075|791|600|467|368|300|247|203|189|145|101|97|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4157|2178|1519|1075|791|600|467|368|300|247|203|189|145|101|97|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4185|4157|2178|1519|1075|791|600|467|368|300|247|203|189|145|101|97|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4185|4157|2178|1519|1075|791|600|467|368|300|247|203|189|145|101|97|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,54|1962|646|418|274|190|133|93|64|51|33|36|36|45|39|31|,4131|2195|1532|1101|801|601|467|374|304|249|214|167|153|100|62|37|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
23,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4131|2195|1532|1101|801|601|467|374|304|249|214|167|153|100|62|37|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4131|2195|1532|1101|801|601|467|374|304|249|214|167|153|100|62|37|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4131|2138|1487|1066|777|582|453|367|295|241|204|163|149|98|96|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4131|2138|1487|1066|777|582|453|367|295|241|204|163|149|98|96|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4096|4131|2138|1487|1066|777|582|453|367|295|241|204|163|149|98|96|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4096|4131|2138|1487|1066|777|582|453|367|295|241|204|163|149|98|96|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,50|1929|615|402|270|187|131|90|68|49|33|38|36|45|36|27|,4046|2202|1523|1085|796|590|451|363|299|246|208|166|127|104|62|33|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
24,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4046|2202|1523|1085|796|590|451|363|299|246|208|166|127|104|62|33|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4046|2202|1523|1085|796|590|451|363|299|246|208|166|127|104|62|33|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4046|2114|1457|1041|767|566|438|354|282|237|206|161|124|100|92|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4046|2114|1457|1041|767|566|438|354|282|237|206|161|124|100|92|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,3993|4046|2114|1457|1041|767|566|438|354|282|237|206|161|124|100|92|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,3993|4046|2114|1457|1041|767|566|438|354|282|237|206|161|124|100|92|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,46|1890|610|390|259|176|119|81|63|49|32|31|31|40|36|31|,3947|2156|1504|1067|782|591|447|357|291|233|205|175|130|84|64|30|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
25,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,3947|2156|1504|1067|782|591|447|357|291|233|205|175|130|84|64|30|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,3947|2156|1504|1067|782|591|447|357|291|233|205|175|130|84|64|30|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|
