"PatchID","XCOORD","YCOORD","ID","MID","FID","sex","age","size","mature","newmature","layeggs","capture","recapture","state","CDist","Hindex","Species","ClassFile","SubPatchID","L0A0","L0A1","L1A0","L1A1","L2A0","L2A1","L3A0","L3A1"
1,56758.45394,381341.8208,"S1_F10_m1f1_P10_Y8_UO17","I1_F33_m9f9_P44_Y6_UO582","ID1_F18_m9f9_P33_Y4_UO548","MXY",1,0,0,0,0,0,0,0,-9999,0.53125,1,"P0_CV0",1,0,2,0,2,0,2,0,2
1,56758.45394,381341.8208,"S1_F33_m1f1_P33_Y8_UO111","I1_F10_m-1f-1_P1_Y-1_U180","I1_F44_m77f77_P10_Y2_UO3381","MXY",1,0,0,0,0,0,0,0,-9999,0.375,1,"P0_CV0",1,1,1,1,1,0,2,0,2
1,56758.45394,381341.8208,"S1_F44_m1f1_P44_Y8_UO71","I1_F33_m77f77_P33_Y4_UO3297","I1_F10_m9f9_P33_Y5_UO537","MXY",1,0,0,0,0,0,0,0,-9999,0.59375,1,"P0_CV0",1,2,0,1,1,0,2,0,2
1,56758.45394,381341.8208,"ID1_F10_m9f9_P44_Y7_UO598","I9_F44_m9f9_P10_Y4_UO567","I9_F33_m77f77_P10_Y4_UO3281","MXY",2,0,1,0,0,0,0,0,-9999,0.375,1,"P76_CV0",1,2,0,0,2,0,2,0,2
1,56758.45394,381341.8208,"I1_F44_m9f9_P10_Y6_UO626","I9_F33_m9f9_P10_Y0_UO504","I9_F10_m-1f-1_P9_Y-1_U99","FXX",3,0,1,0,1,0,0,0,10158,0.375,1,"P8_CV0",1,0,2,1,1,0,2,0,2
1,56758.45394,381341.8208,"I1_F10_m77f77_P10_Y5_UO3306","ID77_F82_m-1f-1_P77_Y-1_U164","I77_F10_m1f1_P33_Y3_UO25","FXX",4,0,1,0,1,0,0,0,-9999,0.3125,1,"P76_CV0",1,1,1,2,0,0,2,0,2
1,56758.45394,381341.8208,"ID1_F10_m9f9_P10_Y3_UO599","I9_F44_m-1f-1_P9_Y-1_U200","I9_F33_m9f9_P10_Y1_UO524","MXY",6,0,1,0,0,0,0,0,-9999,0.25,1,"P8_CV0",1,1,1,1,1,0,2,0,2
1,56758.45394,381341.8208,"I1_F44_m-1f-1_P1_Y-1_U108","-9999","-9999","FXX",16,0,1,0,1,0,0,0,-9999,0,1,"P0_CV0",1,0,2,0,2,0,2,0,2
3,338102.6853,-1366704.895,"S3_F59_m3f3_P59_Y8_UO168","I3_F59_m95f95_P64_Y4_UO4429","ID3_F59_m56f56_P59_Y6_UO2578","MXY",1,0,0,0,0,0,0,0,-9999,0.1875,1,"P15_CV0",1,0,2,2,0,0,2,0,2
3,338102.6853,-1366704.895,"S3_F59_m3f3_P59_Y8_UO180","I3_F59_m95f95_P64_Y3_UO4389","I3_F59_m56f56_P59_Y0_UO2834","FXX",1,0,0,0,0,0,0,0,-9999,0.8125,1,"P55_CV0",1,2,0,2,0,0,2,0,2
3,338102.6853,-1366704.895,"S3_F64_m17f17_P64_Y8_UO989","ID17_F64_m17f17_P64_Y6_UO994","I17_F64_m17f17_P64_Y4_UO990","MXY",1,0,0,0,0,0,0,0,-9999,0.75,1,"P55_CV0",1,1,1,0,2,0,2,0,2
3,338102.6853,-1366704.895,"ID3_F59_m56f56_P59_Y7_UO2611","I56_F59_m79f79_P59_Y0_UO3848","I56_F59_m-1f-1_P56_Y-1_U176","FXX",2,0,1,0,1,0,0,0,11117,0.625,1,"P78_CV0",1,2,0,1,1,0,2,0,2
3,338102.6853,-1366704.895,"I3_F59_m16f16_P59_Y6_UO914","I16_F59_m56f56_P59_Y0_UO2804","ID16_F59_m-1f-1_P16_Y-1_U206","MXY",3,0,1,0,0,0,0,0,-9999,0.875,1,"P55_CV0",1,2,0,2,0,0,2,0,2
3,338102.6853,-1366704.895,"I3_F59_m56f56_P59_Y5_UO2564","I56_F59_m3f3_P59_Y3_UO140","I56_F59_m-1f-1_P56_Y-1_U169","MXY",4,0,1,0,0,0,0,0,-9999,0.4375,1,"P55_CV0",1,1,1,1,1,0,2,0,2
3,338102.6853,-1366704.895,"ID3_F59_m56f56_P59_Y2_UO2595","I56_F59_m-1f-1_P56_Y-1_U123","I56_F59_m-1f-1_P56_Y-1_U162","FXX",7,0,1,0,1,0,0,0,-9999,0.5,1,"P55_CV0",1,0,2,1,1,0,2,0,2
3,338102.6853,-1366704.895,"I3_F59_m-1f-1_P3_Y-1_U1","-9999","-9999","MXY",16,0,1,0,0,0,0,0,-9999,0.5,1,"P2_CV0",1,1,1,0,2,0,2,0,2
4,-253798.3533,279406.7349,"S4_F10_m77f77_P10_Y8_UO3357","I77_F82_m-1f-1_P1_Y-1_U2","I77_F10_m1f1_P44_Y4_UO97","FXX",1,0,0,0,0,0,0,1,-9999,0.75,1,"P0_CV0",1,1,1,2,0,0,2,0,2
4,-253798.3533,279406.7349,"S4_F82_m4f4_P82_Y8_UO269","ID4_F10_m4f4_P82_Y4_UO242","I4_F10_m4f4_P82_Y1_UO212","FXX",1,0,0,0,0,0,0,1,-9999,0.4375,1,"P3_CV0",1,1,1,0,2,0,2,0,2
4,-253798.3533,279406.7349,"S4_F96_m4f4_P96_Y8_UO287","I4_F67_m77f77_P82_Y2_UO3380","I4_F82_m4f4_P82_Y5_UO297","FXX",1,0,0,0,0,0,0,1,12076,0.4375,1,"P3_CV0",1,1,1,1,1,0,2,0,2
