"PatchID","XCOORD","YCOORD","ID","MID","FID","sex","age","size","mature","newmature","layeggs","capture","recapture","state","CDist","Hindex","Species","ClassFile","SubPatchID","L0A0","L0A1","L1A0","L1A1","L2A0","L2A1","L3A0","L3A1"
1,56758.45394,381341.8208,"S1_F10_m1f1_P10_Y5_UO11","I1_F96_m1f1_P33_Y3_UO56","I1_F10_m1f1_P96_Y2_UO100","FXX",1,0,0,0,0,0,0,0,6619,0.625,1,"P0_CV0",1,2,0,0,2,0,2,0,2
1,56758.45394,381341.8208,"S1_F33_m1f1_P33_Y5_UO105","I1_F44_m-1f-1_P1_Y-1_U171","I1_F96_m1f1_P44_Y3_UO14","MXY",1,0,0,0,0,0,0,0,-9999,0.5625,1,"P0_CV0",1,1,1,1,1,0,2,0,2
1,56758.45394,381341.8208,"S1_F44_m1f1_P44_Y5_UO106","I1_F44_m-1f-1_P1_Y-1_U129","I1_F10_m-1f-1_P1_Y-1_U80","MXY",1,0,0,0,0,0,0,0,-9999,0.75,1,"P0_CV0",1,2,0,1,1,0,2,0,2
1,56758.45394,381341.8208,"I1_F33_m1f1_P10_Y4_UO29","I1_F44_m1f1_P33_Y2_UO19","I1_F10_m9f9_P33_Y0_UO593","FXX",2,0,1,0,1,0,0,0,-9999,0.3125,1,"P8_CV0",1,1,1,0,2,0,2,0,2
1,56758.45394,381341.8208,"I1_F10_m1f1_P10_Y3_UO83","I1_F10_m-1f-1_P1_Y-1_U168","I1_F44_m77f77_P33_Y1_UO3186","FXX",3,0,1,0,1,0,0,0,-9999,0.25,1,"P0_CV0",1,0,2,1,1,0,2,0,2
1,56758.45394,381341.8208,"ID1_F18_m77f77_P10_Y2_UO3346","I77_F10_m-1f-1_P77_Y-1_U131","ID77_F10_m-1f-1_P77_Y-1_U45","MXY",4,0,1,0,0,0,0,0,-9999,0.75,1,"P76_CV0",1,1,1,1,1,0,2,0,2
1,56758.45394,381341.8208,"I1_F33_m1f1_P44_Y0_UO31","R1_F1_m-1f-1_P1_Y-1_U85","R1_F1_m-1f-1_P1_Y-1_U40","MXY",6,0,1,0,0,0,0,0,-9999,0.25,1,"P0_CV0",1,1,1,1,1,0,2,0,2
1,56758.45394,381341.8208,"I1_F10_m-1f-1_P1_Y-1_U160","-9999","-9999","MXY",16,0,1,0,0,0,0,0,7578,0.5,1,"P0_CV0",1,1,1,1,1,0,2,0,2
3,338102.6853,-1366704.895,"S3_F59_m3f3_P59_Y5_UO113","ID3_F64_m95f95_P64_Y3_UO4456","ID3_F59_m3f3_P59_Y3_UO135","FXX",1,0,0,0,0,0,0,0,-9999,0.625,1,"P15_CV0",1,1,1,1,1,0,2,0,2
3,338102.6853,-1366704.895,"S3_F59_m16f16_P59_Y5_UO913","I16_F59_m56f56_P59_Y0_UO2804","ID16_F59_m-1f-1_P56_Y-1_U225","MXY",1,0,0,0,0,0,0,0,-9999,0.625,1,"P55_CV0",1,2,0,2,0,0,2,0,2
