"PatchID","XCOORD","YCOORD","ID","MID","FID","sex","age","size","mature","newmature","layeggs","capture","recapture","state","CDist","Hindex","Species","ClassFile","SubPatchID","L0A0","L0A1","L1A0","L1A1","L2A0","L2A1","L3A0","L3A1"
1,56758.45394,381341.8208,"S1_F10_m1f1_P10_Y2_UO20","I1_F33_m1f1_P44_Y0_UO35","I1_F33_m-1f-1_P1_Y-1_U30","MXY",1,0,0,0,0,0,0,0,-9999,0.25,1,"P0_CV0",1,0,2,1,1,0,2,0,2
1,56758.45394,381341.8208,"S1_F33_m9f9_P33_Y2_UO574","I9_F33_m-1f-1_P9_Y-1_U119","I9_F33_m1f1_P44_Y0_UO22","FXX",1,0,0,0,0,0,0,0,-9999,0.625,1,"P0_CV0",1,2,0,1,1,0,2,0,2
1,56758.45394,381341.8208,"S1_F44_m9f9_P44_Y2_UO565","I9_F33_m-1f-1_P9_Y-1_U135","ID9_F44_m-1f-1_P1_Y-1_U97","MXY",1,0,0,0,0,0,0,0,-9999,1,1,"P8_CV0",1,2,0,1,1,0,2,0,2
1,56758.45394,381341.8208,"I1_F33_m9f9_P33_Y1_UO480","ID9_F10_m-1f-1_P9_Y-1_U223","I9_F10_m-1f-1_P9_Y-1_U172","MXY",2,0,1,0,0,0,0,0,4039,0.5,1,"P8_CV0",1,0,2,1,1,0,2,0,2
1,56758.45394,381341.8208,"I1_F33_m9f9_P10_Y0_UO533","R9_F9_m-1f-1_P9_Y-1_U86","R9_F9_m-1f-1_P9_Y-1_U3","MXY",3,0,1,0,0,0,0,0,-9999,0.5,1,"P8_CV0",1,2,0,1,1,0,2,0,2
1,56758.45394,381341.8208,"I1_F44_m-1f-1_P1_Y-1_U141","-9999","-9999","MXY",4,0,1,0,0,0,0,0,-9999,0.5,1,"P0_CV0",1,1,1,0,2,0,2,0,2
1,56758.45394,381341.8208,"I1_F10_m-1f-1_P1_Y-1_U207","-9999","-9999","FXX",8,0,1,0,1,0,0,0,-9999,0.5,1,"P0_CV0",1,1,1,1,1,0,2,0,2
1,56758.45394,381341.8208,"I1_F33_m-1f-1_P1_Y-1_U179","-9999","-9999","FXX",16,0,1,0,1,0,0,0,-9999,0.5,1,"P0_CV0",1,1,1,1,1,0,2,0,2
3,338102.6853,-1366704.895,"S3_F59_m16f16_P59_Y2_UO875","I16_F59_m-1f-1_P16_Y-1_U32","I16_F59_m-1f-1_P16_Y-1_U200","FXX",1,0,0,0,0,0,0,0,-9999,0.75,1,"P15_CV0",1,1,1,1,1,0,2,0,2
3,338102.6853,-1366704.895,"S3_F59_m16f16_P59_Y2_UO871","I16_F59_m-1f-1_P56_Y-1_U138","I16_F59_m-1f-1_P16_Y-1_U238","MXY",1,0,0,0,0,0,0,0,-9999,0.5,1,"P55_CV0",1,0,2,1,1,0,2,0,2
3,338102.6853,-1366704.895,"S3_F64_m17f17_P64_Y2_UO941","ID17_F64_m56f56_P59_Y0_UO2816","I17_F64_m-1f-1_P17_Y-1_U192","FXX",1,0,0,0,0,0,0,0,4998,0.5,1,"P55_CV0",1,0,2,2,0,0,2,0,2
3,338102.6853,-1366704.895,"I3_F59_m3f3_P59_Y1_UO114","ID3_F59_m-1f-1_P79_Y-1_U51","ID3_F59_m-1f-1_P3_Y-1_U92","FXX",2,0,1,0,1,0,0,0,-9999,0.25,1,"P2_CV0",1,0,2,0,2,0,2,0,2
3,338102.6853,-1366704.895,"I3_F59_m3f3_P59_Y0_UO155","R3_F3_m-1f-1_P3_Y-1_U153","R3_F3_m-1f-1_P3_Y-1_U236","FXX",3,0,1,0,1,0,0,0,-9999,0.25,1,"P2_CV0",1,0,2,2,0,0,2,0,2
3,338102.6853,-1366704.895,"ID3_F59_m-1f-1_P3_Y-1_U36","-9999","-9999","MXY",4,0,1,0,0,0,0,0,-9999,0.5,1,"P2_CV0",1,1,1,1,1,0,2,0,2
3,338102.6853,-1366704.895,"I3_F64_m-1f-1_P3_Y-1_U52","-9999","-9999","MXY",8,0,1,0,0,0,0,0,-9999,0,1,"P2_CV0",1,0,2,1,1,0,2,0,2
3,338102.6853,-1366704.895,"I3_F59_m-1f-1_P3_Y-1_U227","-9999","-9999","FXX",16,0,1,0,1,0,0,0,-9999,1,1,"P2_CV0",1,2,0,1,1,0,2,0,2
4,-253798.3533,279406.7349,"S4_F10_m77f77_P10_Y2_UO3318","I77_F82_m-1f-1_P77_Y-1_U175","ID77_F33_m-1f-1_P77_Y-1_U227","MXY",1,0,0,0,0,0,0,0,-9999,0.75,1,"P76_CV0",1,1,1,0,2,0,2,0,2
