Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
10,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4683|2416|1707|1235|909|678|520|405|324|303|159|191|181|139|102|59|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4683|2416|1707|1235|909|678|520|405|324|303|159|191|181|139|102|59|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4683|2416|1706|1231|906|676|516|405|323|301|159|191|181|137|161|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4683|2416|1706|1231|906|676|516|405|323|301|159|191|181|137|161|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4749|4683|2416|1706|1231|906|676|516|405|323|301|159|191|181|137|161|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4749|4683|2416|1706|1231|906|676|516|405|323|301|159|191|181|137|161|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,52|2237|732|480|328|221|156|105|81|59|46|28|41|53|48|45|,4697|2446|1684|1226|903|685|520|411|324|264|255|131|150|128|89|57|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
11,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4697|2446|1684|1226|903|685|520|411|324|264|255|131|150|128|89|57|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4697|2446|1684|1226|903|685|520|411|324|264|255|131|150|128|89|57|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4697|2444|1683|1226|899|685|519|409|323|263|255|130|150|126|145|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4697|2444|1683|1226|899|685|519|409|323|263|255|130|150|126|145|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4677|4697|2444|1683|1226|899|685|519|409|323|263|255|130|150|126|145|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4677|4697|2444|1683|1226|899|685|519|409|323|263|255|130|150|126|145|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,14|2241|735|471|318|220|148|111|76|54|38|40|20|40|49|41|,4663|2456|1709|1212|908|679|537|408|333|269|225|215|110|110|77|47|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
12,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4663|2456|1709|1212|908|679|537|408|333|269|225|215|110|110|77|47|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4663|2456|1709|1212|908|679|537|408|333|269|225|215|110|110|77|47|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4663|2451|1703|1210|907|675|535|408|332|269|225|215|110|110|124|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4663|2451|1703|1210|907|675|535|408|332|269|225|215|110|110|124|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4731|4663|2451|1703|1210|907|675|535|408|332|269|225|215|110|110|124|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4731|4663|2451|1703|1210|907|675|535|408|332|269|225|215|110|110|124|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,60|2222|732|478|313|214|147|109|80|53|34|35|44|33|46|36|,4671|2441|1719|1225|897|693|528|426|328|279|235|190|171|77|64|41|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
13,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4671|2441|1719|1225|897|693|528|426|328|279|235|190|171|77|64|41|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4671|2441|1719|1225|897|693|528|426|328|279|235|190|171|77|64|41|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4671|2438|1711|1221|894|692|523|425|326|279|235|190|171|77|103|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4671|2438|1711|1221|894|692|523|425|326|279|235|190|171|77|103|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4676|4671|2438|1711|1221|894|692|523|425|326|279|235|190|171|77|103|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4676|4671|2438|1711|1221|894|692|523|425|326|279|235|190|171|77|103|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,33|2228|731|485|317|215|159|106|81|56|38|39|36|47|28|27|,4643|2443|1707|1226|904|679|533|417|344|270|241|196|154|124|49|35|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
14,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4643|2443|1707|1226|904|679|533|417|344|270|241|196|154|124|49|35|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4643|2443|1707|1226|904|679|533|417|344|270|241|196|154|124|49|35|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4643|2436|1700|1215|898|672|525|416|341|270|241|195|153|124|83|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4643|2436|1700|1215|898|672|525|416|341|270|241|195|153|124|83|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4701|4643|2436|1700|1215|898|672|525|416|341|270|241|195|153|124|83|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4701|4643|2436|1700|1215|898|672|525|416|341|270|241|195|153|124|83|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,68|2205|730|473|317|217|151|109|73|63|40|39|41|41|44|25|,4633|2438|1706|1227|898|681|521|416|343|278|230|202|154|112|80|23|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
15,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4633|2438|1706|1227|898|681|521|416|343|278|230|202|154|112|80|23|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4633|2438|1706|1227|898|681|521|416|343|278|230|202|154|112|80|23|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4633|2422|1700|1219|893|678|517|414|341|275|229|199|152|111|103|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4633|2422|1700|1219|893|678|517|414|341|275|229|199|152|111|103|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4630|4633|2422|1700|1219|893|678|517|414|341|275|229|199|152|111|103|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4630|4633|2422|1700|1219|893|678|517|414|341|275|229|199|152|111|103|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,40|2207|724|477|319|219|150|106|79|57|42|39|41|44|42|37|,4590|2426|1698|1223|900|674|528|411|335|284|233|190|158|108|69|43|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
16,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4590|2426|1698|1223|900|674|528|411|335|284|233|190|158|108|69|43|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4590|2426|1698|1223|900|674|528|411|335|284|233|190|158|108|69|43|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4590|2410|1684|1213|892|667|523|409|333|281|233|188|157|108|112|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4590|2410|1684|1213|892|667|523|409|333|281|233|188|157|108|112|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4629|4590|2410|1684|1213|892|667|523|409|333|281|233|188|157|108|112|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4629|4590|2410|1684|1213|892|667|523|409|333|281|233|188|157|108|112|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,6|2179|721|479|320|214|145|106|82|53|39|43|41|46|46|32|,4623|2411|1689|1205|893|678|522|417|327|280|242|190|147|111|62|37|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
17,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4623|2411|1689|1205|893|678|522|417|327|280|242|190|147|111|62|37|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4623|2411|1689|1205|893|678|522|417|327|280|242|190|147|111|62|37|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4623|2386|1669|1192|888|670|516|408|323|279|242|189|145|110|99|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4623|2386|1669|1192|888|670|516|408|323|279|242|189|145|110|99|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4584|4623|2386|1669|1192|888|670|516|408|323|279|242|189|145|110|99|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4584|4623|2386|1669|1192|888|670|516|408|323|279|242|189|145|110|99|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,29|2205|716|477|312|222|150|107|79|58|45|42|36|34|41|28|,4555|2418|1670|1192|880|666|520|409|329|265|234|200|153|111|69|34|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
18,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4555|2418|1670|1192|880|666|520|409|329|265|234|200|153|111|69|34|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4555|2418|1670|1192|880|666|520|409|329|265|234|200|153|111|69|34|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4555|2397|1652|1169|872|665|513|404|328|262|234|198|152|109|103|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4555|2397|1652|1169|872|665|513|404|328|262|234|198|152|109|103|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4566|4555|2397|1652|1169|872|665|513|404|328|262|234|198|152|109|103|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4566|4555|2397|1652|1169|872|665|513|404|328|262|234|198|152|109|103|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,31|2167|717|458|305|213|149|108|79|55|37|38|36|48|38|30|,4535|2388|1680|1194|864|659|516|405|325|273|225|196|162|104|71|39|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
19,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4535|2388|1680|1194|864|659|516|405|325|273|225|196|162|104|71|39|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4535|2388|1680|1194|864|659|516|405|325|273|225|196|162|104|71|39|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4535|2360|1663|1177|853|646|511|401|323|273|220|194|158|100|108|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4535|2360|1663|1177|853|646|511|401|323|273|220|194|158|100|108|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4535|4535|2360|1663|1177|853|646|511|401|323|273|220|194|158|100|108|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4535|4535|2360|1663|1177|853|646|511|401|323|273|220|194|158|100|108|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,29|2149|705|461|306|205|146|104|83|52|42|37|42|44|35|29|,4506|2386|1655|1202|871|648|500|407|318|271|231|183|152|114|65|41|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
20,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4506|2386|1655|1202|871|648|500|407|318|271|231|183|152|114|65|41|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4506|2386|1655|1202|871|648|500|407|318|271|231|183|152|114|65|41|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4506|2358|1626|1175|862|634|494|399|312|267|227|183|149|112|105|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4506|2358|1626|1175|862|634|494|399|312|267|227|183|149|112|105|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4469|4506|2358|1626|1175|862|634|494|399|312|267|227|183|149|112|105|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4469|4506|2358|1626|1175|862|634|494|399|312|267|227|183|149|112|105|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,48|2143|705|450|305|211|144|102|80|49|38|45|39|39|40|31|,4421|2363|1653|1176|870|651|490|392|319|263|229|182|144|110|72|33|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
21,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4421|2363|1653|1176|870|651|490|392|319|263|229|182|144|110|72|33|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4421|2363|1653|1176|870|651|490|392|319|263|229|182|144|110|72|33|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4421|2317|1623|1150|847|638|480|382|315|258|224|177|141|107|103|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4421|2317|1623|1150|847|638|480|382|315|258|224|177|141|107|103|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4404|4421|2317|1623|1150|847|638|480|382|315|258|224|177|141|107|103|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4404|4421|2317|1623|1150|847|638|480|382|315|258|224|177|141|107|103|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,72|2092|690|450|295|208|142|94|69|56|37|35|35|39|38|32|,4332|2329|1627|1173|855|639|496|386|313|259|221|189|142|102|69|38|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
22,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4332|2329|1627|1173|855|639|496|386|313|259|221|189|142|102|69|38|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4332|2329|1627|1173|855|639|496|386|313|259|221|189|142|102|69|38|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4332|2277|1592|1151|831|625|484|378|307|250|218|183|138|100|105|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4332|2277|1592|1151|831|625|484|378|307|250|218|183|138|100|105|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4370|4332|2277|1592|1151|831|625|484|378|307|250|218|183|138|100|105|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4370|4332|2277|1592|1151|831|625|484|378|307|250|218|183|138|100|105|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,41|2051|669|438|293|201|139|99|72|52|39|34|38|40|35|31|,4329|2281|1608|1154|858|630|486|385|306|255|211|184|145|98|65|37|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
23,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4329|2281|1608|1154|858|630|486|385|306|255|211|184|145|98|65|37|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4329|2281|1608|1154|858|630|486|385|306|255|211|184|145|98|65|37|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4329|2224|1566|1132|830|613|461|376|296|245|203|182|143|93|100|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4329|2224|1566|1132|830|613|461|376|296|245|203|182|143|93|100|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4291|4329|2224|1566|1132|830|613|461|376|296|245|203|182|143|93|100|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4291|4329|2224|1566|1132|830|613|461|376|296|245|203|182|143|93|100|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,45|2044|663|438|298|197|135|96|66|44|30|28|32|40|34|26|,4246|2285|1561|1128|834|633|478|365|310|252|215|175|150|103|59|38|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
24,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4246|2285|1561|1128|834|633|478|365|310|252|215|175|150|103|59|38|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4246|2285|1561|1128|834|633|478|365|310|252|215|175|150|103|59|38|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4246|2226|1510|1096|808|615|468|354|296|246|212|166|147|100|94|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4246|2226|1510|1096|808|615|468|354|296|246|212|166|147|100|94|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4196|4246|2226|1510|1096|808|615|468|354|296|246|212|166|147|100|94|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4196|4246|2226|1510|1096|808|615|468|354|296|246|212|166|147|100|94|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,31|2008|654|416|288|192|136|94|69|45|31|36|37|40|40|33|,4165|2238|1572|1094|808|616|479|374|285|251|215|176|129|107|60|25|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
25,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4165|2238|1572|1094|808|616|479|374|285|251|215|176|129|107|60|25|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4165|2238|1572|1094|808|616|479|374|285|251|215|176|129|107|60|25|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|
