Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2521|1902|1668|1320|1155|882|619|485|358|383|229|241|267|212|125|133|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2521|1902|1668|1320|1155|882|619|485|358|383|229|241|267|212|125|133|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2521|1902|1668|1320|1155|882|619|485|358|383|229|241|267|212|258|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2521|1902|1668|1320|1155|882|619|485|358|383|229|241|267|212|258|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,5020|2521|1902|1668|1320|1155|882|619|485|358|383|229|241|267|212|258|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,5020|2521|1902|1668|1320|1155|882|619|485|358|383|229|241|267|212|258|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,264|1157|527|437|316|255|175|114|81|58|50|36|47|79|79|59|,4756|1364|1375|1231|1004|900|707|505|404|300|333|193|194|188|133|66|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4756|1364|1375|1231|1004|900|707|505|404|300|333|193|194|188|133|66|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4756|1364|1375|1231|1004|900|707|505|404|300|333|193|194|188|133|66|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4756|1364|1375|1231|1004|900|707|505|404|300|333|193|194|188|199|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4756|1364|1375|1231|1004|900|707|505|404|300|333|193|194|188|199|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4463|4756|1364|1375|1231|1004|900|707|505|404|300|333|193|194|188|199|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4463|4756|1364|1375|1231|1004|900|707|505|404|300|333|193|194|188|199|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,239|2232|392|367|313|234|190|143|86|68|41|54|39|50|71|62|,4224|2524|972|1008|918|770|710|564|419|336|259|279|154|144|117|71|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
2,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4224|2524|972|1008|918|770|710|564|419|336|259|279|154|144|117|71|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4224|2524|972|1008|918|770|710|564|419|336|259|279|154|144|117|71|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4224|2524|972|1008|918|770|710|564|419|336|259|279|154|144|188|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4224|2524|972|1008|918|770|710|564|419|336|259|279|154|144|188|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4626|4224|2524|972|1008|918|770|710|564|419|336|259|279|154|144|188|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4626|4224|2524|972|1008|918|770|710|564|419|336|259|279|154|144|188|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,259|1983|733|255|253|216|165|143|101|64|46|34|54|43|52|54|,4367|2241|1791|717|755|702|605|567|463|355|290|225|225|111|92|63|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
3,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4367|2241|1791|717|755|702|605|567|463|355|290|225|225|111|92|63|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4367|2241|1791|717|755|702|605|567|463|355|290|225|225|111|92|63|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4367|2241|1791|717|755|702|605|567|463|355|290|225|225|111|155|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4367|2241|1791|717|755|702|605|567|463|355|290|225|225|111|155|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4576|4367|2241|1791|717|755|702|605|567|463|355|290|225|225|111|155|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4576|4367|2241|1791|717|755|702|605|567|463|355|290|225|225|111|155|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,134|2051|654|490|181|173|150|119|100|75|50|47|44|61|44|41|,4442|2316|1587|1301|536|582|552|486|467|388|305|243|181|164|67|51|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
4,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4442|2316|1587|1301|536|582|552|486|467|388|305|243|181|164|67|51|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4442|2316|1587|1301|536|582|552|486|467|388|305|243|181|164|67|51|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4442|2316|1587|1300|536|582|552|486|467|388|305|243|181|164|118|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4442|2316|1587|1300|536|582|552|486|467|388|305|243|181|164|118|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4648|4442|2316|1587|1300|536|582|552|486|467|388|305|243|181|164|118|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4648|4442|2316|1587|1300|536|582|552|486|467|388|305|243|181|164|118|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,145|2091|680|436|333|122|120|107|91|72|54|44|46|51|58|31|,4503|2351|1636|1151|967|414|462|445|395|395|334|261|197|130|106|36|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
5,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4503|2351|1636|1151|967|414|462|445|395|395|334|261|197|130|106|36|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4503|2351|1636|1151|967|414|462|445|395|395|334|261|197|130|106|36|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4503|2351|1636|1151|966|413|462|445|395|395|334|261|197|130|142|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4503|2351|1636|1151|966|413|462|445|395|395|334|261|197|130|142|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4692|4503|2351|1636|1151|966|413|462|445|395|395|334|261|197|130|142|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4692|4503|2351|1636|1151|966|413|462|445|395|395|334|261|197|130|142|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,111|2141|701|458|296|234|90|90|79|59|58|56|51|60|56|53|,4581|2362|1650|1178|855|732|323|372|366|336|337|278|210|137|74|53|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
6,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4581|2362|1650|1178|855|732|323|372|366|336|337|278|210|137|74|53|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4581|2362|1650|1178|855|732|323|372|366|336|337|278|210|137|74|53|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4581|2361|1650|1178|854|732|323|371|366|335|337|278|210|136|127|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4581|2361|1650|1178|854|732|323|371|366|335|337|278|210|136|127|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4717|4581|2361|1650|1178|854|732|323|371|366|335|337|278|210|136|127|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4717|4581|2361|1650|1178|854|732|323|371|366|335|337|278|210|136|127|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,85|2165|699|459|308|213|166|64|63|56|48|49|52|59|50|31|,4632|2416|1662|1191|870|641|566|259|308|310|287|288|226|151|86|43|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
7,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4632|2416|1662|1191|870|641|566|259|308|310|287|288|226|151|86|43|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4632|2416|1662|1191|870|641|566|259|308|310|287|288|226|151|86|43|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4632|2416|1660|1190|868|640|564|259|307|310|287|287|226|150|129|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4632|2416|1660|1190|868|640|564|259|307|310|287|287|226|150|129|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4679|4632|2416|1660|1190|868|640|564|259|307|310|287|287|226|150|129|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4679|4632|2416|1660|1190|868|640|564|259|307|310|287|287|226|150|129|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,21|2185|714|455|310|206|145|113|43|51|42|48|60|61|57|43|,4658|2447|1702|1205|880|662|495|451|216|256|268|239|227|165|93|43|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
8,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4658|2447|1702|1205|880|662|495|451|216|256|268|239|227|165|93|43|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4658|2447|1702|1205|880|662|495|451|216|256|268|239|227|165|93|43|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4658|2443|1702|1204|879|660|494|450|215|256|266|239|227|165|136|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4658|2443|1702|1204|879|660|494|450|215|256|266|239|227|165|136|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4681|4658|2443|1702|1204|879|660|494|450|215|256|266|239|227|165|136|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4681|4658|2443|1702|1204|879|660|494|450|215|256|266|239|227|165|136|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,82|2225|733|483|315|222|149|107|88|34|35|43|46|66|57|47|,4599|2433|1710|1219|889|657|511|387|362|181|221|223|193|161|108|46|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
9,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4599|2433|1710|1219|889|657|511|387|362|181|221|223|193|161|108|46|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4599|2433|1710|1219|889|657|511|387|362|181|221|223|193|161|108|46|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4629|2454|1730|1234|898|675|512|396|362|184|225|224|194|164|156|,0|30|23|21|16|10|20|2|9|1|5|4|1|2|3|3|,0|4629|2454|1730|1234|898|675|512|396|362|184|225|224|194|164|156|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4767|4629|2454|1730|1234|898|675|512|396|362|184|225|224|194|164|156|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4767|4629|2454|1730|1234|898|675|512|396|362|184|225|224|194|164|156|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,84|2213|747|495|325|220|155|107|72|59|25|34|43|55|62|50|,4683|2416|1707|1235|909|678|520|405|324|303|159|191|181|139|102|59|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
