Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
16,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4553|2403|1669|1200|878|660|510|411|341|283|237|204|149|103|76|39|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4553|2403|1669|1200|878|660|510|411|341|283|237|204|149|103|76|39|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4553|2380|1655|1188|866|654|507|409|337|283|233|200|146|102|114|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4553|2380|1655|1188|866|654|507|409|337|283|233|200|146|102|114|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4514|4553|2380|1655|1188|866|654|507|409|337|283|233|200|146|102|114|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4514|4553|2380|1655|1188|866|654|507|409|337|283|233|200|146|102|114|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,9|2159|713|464|307|213|150|99|74|56|39|42|46|43|41|40|,4505|2394|1667|1191|881|653|504|408|335|281|244|191|154|103|61|36|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
17,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4505|2394|1667|1191|881|653|504|408|335|281|244|191|154|103|61|36|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4505|2394|1667|1191|881|653|504|408|335|281|244|191|154|103|61|36|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4505|2371|1638|1175|872|647|498|401|327|278|241|186|148|103|97|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4505|2371|1638|1175|872|647|498|401|327|278|241|186|148|103|97|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4478|4505|2371|1638|1175|872|647|498|401|327|278|241|186|148|103|97|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4478|4505|2371|1638|1175|872|647|498|401|327|278|241|186|148|103|97|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,15|2137|713|457|307|209|142|101|73|55|38|41|38|44|37|30|,4463|2368|1658|1181|868|663|505|397|328|272|240|200|148|104|66|31|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
18,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4463|2368|1658|1181|868|663|505|397|328|272|240|200|148|104|66|31|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4463|2368|1658|1181|868|663|505|397|328|272|240|200|148|104|66|31|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4463|2333|1627|1156|860|651|494|390|325|267|232|193|144|99|97|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4463|2333|1627|1156|860|651|494|390|325|267|232|193|144|99|97|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4436|4463|2333|1627|1156|860|651|494|390|325|267|232|193|144|99|97|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4436|4463|2333|1627|1156|860|651|494|390|325|267|232|193|144|99|97|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,8|2120|697|456|307|215|147|106|77|56|42|37|36|44|39|32|,4428|2343|1636|1171|849|645|504|388|313|269|225|195|157|100|60|34|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
19,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4428|2343|1636|1171|849|645|504|388|313|269|225|195|157|100|60|34|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4428|2343|1636|1171|849|645|504|388|313|269|225|195|157|100|60|34|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4428|2306|1600|1152|829|626|498|381|309|265|218|189|153|95|90|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4428|2306|1600|1152|829|626|498|381|309|265|218|189|153|95|90|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4340|4428|2306|1600|1152|829|626|498|381|309|265|218|189|153|95|90|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4340|4428|2306|1600|1152|829|626|498|381|309|265|218|189|153|95|90|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,1|2093|680|441|299|203|135|104|70|49|39|37|33|46|36|34|,4339|2335|1626|1159|853|626|491|394|311|260|226|181|156|107|59|25|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
20,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4339|2335|1626|1159|853|626|491|394|311|260|226|181|156|107|59|25|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4339|2335|1626|1159|853|626|491|394|311|260|226|181|156|107|59|25|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4339|2296|1595|1126|834|611|470|382|305|255|221|178|153|106|81|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4339|2296|1595|1126|834|611|470|382|305|255|221|178|153|106|81|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4265|4339|2296|1595|1126|834|611|470|382|305|255|221|178|153|106|81|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4265|4339|2296|1595|1126|834|611|470|382|305|255|221|178|153|106|81|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,15|2054|682|440|290|199|134|97|67|49|35|32|33|43|40|23|,4250|2285|1614|1155|836|635|477|373|315|256|220|189|145|110|66|34|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
21,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4250|2285|1614|1155|836|635|477|373|315|256|220|189|145|110|66|34|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4250|2285|1614|1155|836|635|477|373|315|256|220|189|145|110|66|34|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4250|2226|1577|1115|809|615|459|368|306|249|213|184|145|108|99|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4250|2226|1577|1115|809|615|459|368|306|249|213|184|145|108|99|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4233|4250|2226|1577|1115|809|615|459|368|306|249|213|184|145|108|99|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4233|4250|2226|1577|1115|809|615|459|368|306|249|213|184|145|108|99|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,21|2012|662|433|287|195|132|85|67|54|38|34|38|39|43|28|,4212|2238|1564|1144|828|614|483|374|301|252|211|179|146|106|65|37|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
22,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4212|2238|1564|1144|828|614|483|374|301|252|211|179|146|106|65|37|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4212|2238|1564|1144|828|614|483|374|301|252|211|179|146|106|65|37|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4212|2178|1514|1114|812|602|471|366|292|244|206|174|139|105|99|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4212|2178|1514|1114|812|602|471|366|292|244|206|174|139|105|99|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4161|4212|2178|1514|1114|812|602|471|366|292|244|206|174|139|105|99|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4161|4212|2178|1514|1114|812|602|471|366|292|244|206|174|139|105|99|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,23|1988|644|416|285|194|137|94|66|51|32|31|37|43|36|35|,4138|2224|1534|1098|829|618|465|377|300|241|212|175|137|96|69|29|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
23,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4138|2224|1534|1098|829|618|465|377|300|241|212|175|137|96|69|29|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4138|2224|1534|1098|829|618|465|377|300|241|212|175|137|96|69|29|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4138|2156|1486|1048|807|601|449|362|289|233|204|166|135|95|96|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4138|2156|1486|1048|807|601|449|362|289|233|204|166|135|95|96|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4053|4138|2156|1486|1048|807|601|449|362|289|233|204|166|135|95|96|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4053|4138|2156|1486|1048|807|601|449|362|289|233|204|166|135|95|96|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,54|1942|626|405|269|192|127|87|61|45|27|33|33|35|32|29|,3999|2196|1530|1081|779|615|474|362|301|244|206|171|133|100|63|38|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
24,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,3999|2196|1530|1081|779|615|474|362|301|244|206|171|133|100|63|38|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,3999|2196|1530|1081|779|615|474|362|301|244|206|171|133|100|63|38|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|3999|2129|1470|1045|750|596|456|351|291|239|203|165|130|98|97|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|3999|2129|1470|1045|750|596|456|351|291|239|203|165|130|98|97|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,3979|3999|2129|1470|1045|750|596|456|351|291|239|203|165|130|98|97|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,3979|3999|2129|1470|1045|750|596|456|351|291|239|203|165|130|98|97|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,25|1870|613|395|263|172|131|88|63|42|30|32|31|32|36|27|,3954|2129|1516|1075|782|578|465|368|288|249|209|171|134|98|62|34|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
25,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,3954|2129|1516|1075|782|578|465|368|288|249|209|171|134|98|62|34|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,3954|2129|1516|1075|782|578|465|368|288|249|209|171|134|98|62|34|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|
