"PatchID","XCOORD","YCOORD","ID","MID","FID","sex","age","size","mature","newmature","layeggs","capture","recapture","state","CDist","Hindex","Species","ClassFile","SubPatchID","L0A0","L0A1","L1A0","L1A1","L2A0","L2A1","L3A0","L3A1"
1,56758.45394,381341.8208,"S1_F10_m1f1_P10_Y5_UO81","I1_F33_m-1f-1_P1_Y-1_U249","I1_F18_m9f9_P10_Y2_UO525","FXX",1,0,0,0,0,0,0,0,-9999,0.5625,1,"P0_CV0",1,0,2,2,0,0,2,0,2
1,56758.45394,381341.8208,"S1_F33_m77f77_P33_Y5_UO3376","I77_F82_m4f4_P82_Y0_UO208","I77_F10_m1f1_P10_Y2_UO83","MXY",1,0,0,0,0,0,0,0,-9999,0.5,1,"P3_CV0",1,0,2,0,2,0,2,0,2
1,56758.45394,381341.8208,"S1_F44_m1f1_P44_Y5_UO87","I1_F33_m-1f-1_P1_Y-1_U88","I1_F44_m77f77_P10_Y3_UO3322","FXX",1,0,0,0,0,0,0,0,-9999,0.125,1,"P76_CV0",1,1,1,1,1,0,2,0,2
1,56758.45394,381341.8208,"I1_F33_m1f1_P44_Y4_UO59","ID1_F33_m9f9_P10_Y0_UO541","ID1_F33_m1f1_P10_Y2_UO9","FXX",2,0,1,0,1,0,0,0,-9999,0.375,1,"P0_CV0",1,1,1,1,1,0,2,0,2
1,56758.45394,381341.8208,"ID1_F33_m1f1_P33_Y3_UO64","I1_F10_m-1f-1_P1_Y-1_U77","ID1_F33_m77f77_P33_Y1_UO3165","FXX",3,0,1,0,1,0,0,0,-9999,0.5,1,"P0_CV0",1,2,0,1,1,0,2,0,2
1,56758.45394,381341.8208,"I1_F33_m9f9_P33_Y2_UO513","I9_F10_m-1f-1_P9_Y-1_U180","ID9_F33_m9f9_P33_Y0_UO569","FXX",4,0,1,0,1,0,0,0,-9999,0.625,1,"P8_CV0",1,1,1,1,1,0,2,0,2
1,56758.45394,381341.8208,"ID1_F33_m-1f-1_P1_Y-1_U155","-9999","-9999","MXY",7,0,1,0,0,0,0,0,-9999,0,1,"P0_CV0",1,0,2,1,1,0,2,0,2
1,56758.45394,381341.8208,"ID1_F10_m-1f-1_P9_Y-1_U233","-9999","-9999","MXY",15,0,1,0,0,0,0,0,-9999,0.5,1,"P8_CV0",1,1,1,2,0,0,2,0,2
3,338102.6853,-1366704.895,"S3_F59_m3f3_P59_Y5_UO146","I3_F59_m16f16_P59_Y1_UO852","I3_F59_m3f3_P59_Y2_UO99","MXY",1,0,0,0,0,0,0,0,-9999,0.625,1,"P15_CV0",1,2,0,1,1,0,2,0,2
3,338102.6853,-1366704.895,"S3_F59_m79f79_P59_Y5_UO3542","I79_F59_m3f3_P59_Y2_UO123","I79_F64_m-1f-1_P79_Y-1_U97","FXX",1,0,0,0,0,0,0,0,-9999,0.625,1,"P2_CV0",1,2,0,0,2,0,2,0,2
3,338102.6853,-1366704.895,"S3_F64_m3f3_P64_Y5_UO180","I3_F59_m-1f-1_P56_Y-1_U166","I3_F59_m56f56_P59_Y3_UO2603","FXX",1,0,0,0,0,0,0,0,-9999,0.375,1,"P55_CV0",1,1,1,2,0,0,2,0,2
3,338102.6853,-1366704.895,"ID3_F59_m3f3_P59_Y4_UO117","I3_F59_m16f16_P59_Y2_UO858","I3_F59_m-1f-1_P3_Y-1_U135","MXY",2,0,1,0,0,0,0,0,-9999,0.5,1,"P15_CV0",1,0,2,2,0,0,2,0,2
3,338102.6853,-1366704.895,"I3_F59_m47f47_P64_Y3_UO2294","I47_F81_m-1f-1_P47_Y-1_U209","I47_F81_m-1f-1_P47_Y-1_U85","FXX",3,0,1,0,1,0,0,0,-9999,0.25,1,"P46_CV0",1,1,1,1,1,0,2,0,2
3,338102.6853,-1366704.895,"I3_F59_m56f56_P59_Y2_UO2612","I56_F59_m-1f-1_P56_Y-1_U49","ID56_F59_m-1f-1_P56_Y-1_U145","FXX",4,0,1,0,1,0,0,0,-9999,0.25,1,"P55_CV0",1,0,2,0,2,0,2,0,2
3,338102.6853,-1366704.895,"I3_F64_m-1f-1_P3_Y-1_U17","-9999","-9999","FXX",7,0,1,0,1,0,0,0,-9999,0.5,1,"P2_CV0",1,1,1,1,1,0,2,0,2
3,338102.6853,-1366704.895,"I3_F59_m-1f-1_P79_Y-1_U58","-9999","-9999","FXX",15,0,1,0,1,0,0,0,-9999,0.5,1,"P78_CV0",1,1,1,1,1,0,2,0,2
4,-253798.3533,279406.7349,"S4_F10_m9f9_P10_Y5_UO574","I9_F44_m1f1_P33_Y2_UO7","I9_F33_m77f77_P33_Y3_UO3295","FXX",1,0,0,0,0,0,0,0,-9999,0.6875,1,"P3_CV0",1,1,1,2,0,0,2,0,2
4,-253798.3533,279406.7349,"S4_F82_m4f4_P82_Y5_UO254","I4_F96_m4f4_P82_Y1_UO171","I4_F67_m4f4_P82_Y3_UO238","FXX",1,0,0,0,0,0,0,0,-9999,0.5,1,"P3_CV0",1,1,1,1,1,0,2,0,2
4,-253798.3533,279406.7349,"S4_F96_m4f4_P96_Y5_UO239","I4_F82_m4f4_P82_Y1_UO188","I4_F67_m77f77_P82_Y2_UO3318","MXY",1,0,0,0,0,0,0,0,-9999,0.625,1,"P3_CV0",1,0,2,1,1,0,2,0,2
4,-253798.3533,279406.7349,"I4_F82_m4f4_P82_Y4_UO279","I4_F82_m-1f-1_P4_Y-1_U157","I4_F67_m4f4_P82_Y1_UO246","MXY",2,0,1,0,0,0,0,0,-9999,0.875,1,"P3_CV0",1,2,0,2,0,0,2,0,2
4,-253798.3533,279406.7349,"I4_F82_m4f4_P82_Y3_UO200","ID4_F82_m77f77_P82_Y1_UO3235","I4_F82_m-1f-1_P4_Y-1_U189","FXX",3,0,1,0,1,0,0,0,-9999,0.75,1,"P76_CV0",1,1,1,0,2,0,2,0,2
4,-253798.3533,279406.7349,"ID4_F82_m4f4_P67_Y1_UO235","I4_F82_m-1f-1_P4_Y-1_U43","ID4_F96_m-1f-1_P4_Y-1_U161","MXY",5,0,1,0,0,0,0,0,-9999,0.75,1,"P3_CV0",1,1,1,2,0,0,2,0,2
4,-253798.3533,279406.7349,"I4_F82_m-1f-1_P4_Y-1_U194","-9999","-9999","FXX",8,0,1,0,1,0,0,0,-9999,1,1,"P3_CV0",1,2,0,1,1,0,2,0,2
4,-253798.3533,279406.7349,"ID4_F82_m-1f-1_P4_Y-1_U47","-9999","-9999","MXY",15,0,1,0,0,0,0,0,-9999,0,1,"P3_CV0",1,0,2,1,1,0,2,0,2
5,-347344.1237,-1226931.373,"S5_F72_m5f5_P72_Y5_UO405","ID5_F81_m-1f-1_P42_Y-1_U226","I5_F81_m47f47_P81_Y3_UO2272","FXX",1,0,0,0,0,0,0,0,-9999,0.125,1,"P41_CV0",1,0,2,1,1,0,2,0,2
5,-347344.1237,-1226931.373,"S5_F81_m80f80_P81_Y5_UO3652","I80_F81_m47f47_P81_Y2_UO2255","I80_F81_m58f58_P72_Y3_UO2657","MXY",1,0,0,0,0,0,0,0,-9999,0.6875,1,"P46_CV0",1,1,1,0,2,0,2,0,2
5,-347344.1237,-1226931.373,"S5_F81_m5f5_P81_Y5_UO373","I5_F81_m80f80_P81_Y0_UO3929","I5_F81_m5f5_P81_Y3_UO396","FXX",1,0,0,0,0,0,0,0,-9999,0.375,1,"P79_CV0",1,1,1,2,0,0,2,0,2
5,-347344.1237,-1226931.373,"I5_F81_m94f94_P81_Y4_UO4389","I94_F81_m5f5_P81_Y1_UO254","I94_F81_m80f80_P81_Y1_UO3492","FXX",2,0,1,0,1,0,0,0,-9999,0.75,1,"P93_CV0",1,1,1,2,0,0,2,0,2
5,-347344.1237,-1226931.373,"I5_F81_m5f5_P81_Y4_UO318","I5_F81_m80f80_P81_Y2_UO3559","I5_F81_m58f58_P81_Y2_UO2709","FXX",2,0,1,0,1,0,0,0,-9999,0.5,1,"P57_CV0",1,2,0,1,1,0,2,0,2
5,-347344.1237,-1226931.373,"I5_F81_m5f5_P81_Y2_UO278","I5_F81_m80f80_P81_Y0_UO3844","I5_F81_m-1f-1_P5_Y-1_U47","FXX",4,0,1,0,1,0,0,0,-9999,0.25,1,"P79_CV0",1,0,2,1,1,0,2,0,2
5,-347344.1237,-1226931.373,"I5_F81_m58f58_P81_Y0_UO2960","R58_F58_m-1f-1_P58_Y-1_U187","R58_F58_m-1f-1_P58_Y-1_U2","FXX",6,0,1,0,1,0,0,0,-9999,0.5,1,"P57_CV0",1,1,1,1,1,0,2,0,2
5,-347344.1237,-1226931.373,"I5_F81_m-1f-1_P5_Y-1_U186","-9999","-9999","MXY",16,0,1,0,0,0,0,0,-9999,0.5,1,"P4_CV0",1,1,1,1,1,0,2,0,2
7,-811616.8634,-376900.537,"S7_F13_m46f46_P13_Y5_UO2254","ID46_F13_m46f46_P52_Y2_UO2132","I46_F52_m30f30_P52_Y3_UO1385","MXY",1,0,0,0,0,0,0,0,-9999,0.5625,1,"P45_CV0",1,0,2,1,1,0,2,0,2
7,-811616.8634,-376900.537,"S7_F38_m37f37_P38_Y5_UO1733","I37_F13_m37f37_P74_Y1_UO1523","I37_F38_m30f30_P74_Y2_UO1407","MXY",1,0,0,0,0,0,0,0,-9999,0.6875,1,"P36_CV0",1,1,1,2,0,0,2,0,2
7,-811616.8634,-376900.537,"S7_F74_m7f7_P74_Y5_UO438","I7_F74_m7f7_P38_Y3_UO483","I7_F74_m46f46_P13_Y3_UO2175","FXX",1,0,0,0,0,0,0,0,-9999,0.6875,1,"P6_CV0",1,2,0,1,1,0,2,0,2
7,-811616.8634,-376900.537,"I7_F38_m37f37_P38_Y4_UO1742","I37_F74_m37f37_P74_Y0_UO1746","I37_F29_m7f7_P74_Y0_UO447","FXX",2,0,1,0,1,0,0,0,-9999,0.375,1,"P36_CV0",1,1,1,1,1,0,2,0,2
7,-811616.8634,-376900.537,"I7_F38_m78f78_P29_Y3_UO3452","I78_F13_m-1f-1_P78_Y-1_U171","I78_F38_m-1f-1_P78_Y-1_U99","MXY",3,0,1,0,0,0,0,0,-9999,0.5,1,"P77_CV0",1,1,1,0,2,0,2,0,2
