"PatchID","XCOORD","YCOORD","ID","MID","FID","sex","age","size","mature","newmature","layeggs","capture","recapture","state","CDist","Hindex","Species","ClassFile","SubPatchID","L0A0","L0A1","L1A0","L1A1","L2A0","L2A1","L3A0","L3A1"
1,56758.45394,381341.8208,"S1_F10_m1f1_P10_Y1_UO0","I1_F44_m-1f-1_P1_Y-1_U195","I1_F33_m-1f-1_P1_Y-1_U84","MXY",1,0,0,0,0,0,0,0,-9999,0.5,1,"P0_CV0",1,1,1,1,1,0,2,0,2
1,56758.45394,381341.8208,"S1_F33_m1f1_P33_Y1_UO13","I1_F10_m-1f-1_P1_Y-1_U152","I1_F10_m-1f-1_P1_Y-1_U187","MXY",1,0,0,0,0,0,0,0,-9999,0.25,1,"P0_CV0",1,0,2,1,1,0,2,0,2
1,56758.45394,381341.8208,"S1_F44_m1f1_P44_Y1_UO21","I1_F10_m-1f-1_P1_Y-1_U157","I1_F10_m-1f-1_P1_Y-1_U98","FXX",1,0,0,0,0,0,0,0,-9999,0,1,"P0_CV0",1,0,2,1,1,0,2,0,2
1,56758.45394,381341.8208,"I1_F33_m1f1_P10_Y0_UO32","R1_F1_m-1f-1_P1_Y-1_U77","R1_F1_m-1f-1_P1_Y-1_U73","FXX",2,0,1,0,1,0,0,0,-9999,0.5,1,"P0_CV0",1,0,2,2,0,0,2,0,2
1,56758.45394,381341.8208,"I1_F10_m-1f-1_P1_Y-1_U219","-9999","-9999","MXY",3,0,1,0,0,0,0,0,-9999,1,1,"P0_CV0",1,2,0,1,1,0,2,0,2
1,56758.45394,381341.8208,"I1_F10_m-1f-1_P1_Y-1_U58","-9999","-9999","FXX",5,0,1,0,1,0,0,0,-9999,0.5,1,"P0_CV0",1,1,1,1,1,0,2,0,2
1,56758.45394,381341.8208,"I1_F44_m-1f-1_P1_Y-1_U168","-9999","-9999","FXX",8,0,1,0,1,0,0,0,-9999,0.5,1,"P0_CV0",1,1,1,1,1,0,2,0,2
1,56758.45394,381341.8208,"ID1_F10_m-1f-1_P1_Y-1_U138","-9999","-9999","FXX",16,0,1,0,1,0,0,0,-9999,1,1,"P0_CV0",1,2,0,2,0,0,2,0,2
3,338102.6853,-1366704.895,"S3_F59_m16f16_P59_Y1_UO779","I16_F59_m-1f-1_P16_Y-1_U203","I16_F59_m-1f-1_P16_Y-1_U228","MXY",1,0,0,0,0,0,0,0,-9999,0,1,"P15_CV0",1,0,2,1,1,0,2,0,2
3,338102.6853,-1366704.895,"S3_F59_m79f79_P59_Y1_UO3367","ID79_F59_m-1f-1_P3_Y-1_U194","ID79_F64_m-1f-1_P79_Y-1_U202","MXY",1,0,0,0,0,0,0,0,-9999,0.5,1,"P2_CV0",1,1,1,0,2,0,2,0,2
3,338102.6853,-1366704.895,"S3_F64_m79f79_P64_Y1_UO3325","I79_F59_m-1f-1_P79_Y-1_U103","ID79_F59_m-1f-1_P3_Y-1_U154","MXY",1,0,0,0,0,0,0,0,-9999,0.75,1,"P2_CV0",1,2,0,1,1,0,2,0,2
3,338102.6853,-1366704.895,"ID3_F64_m16f16_P59_Y0_UO963","R16_F16_m-1f-1_P16_Y-1_U125","R16_F16_m-1f-1_P16_Y-1_U35","MXY",2,0,1,0,0,0,0,0,-9999,0.75,1,"P15_CV0",1,2,0,1,1,0,2,0,2
3,338102.6853,-1366704.895,"ID3_F64_m-1f-1_P3_Y-1_U232","-9999","-9999","MXY",3,0,1,0,0,0,0,0,-9999,1,1,"P2_CV0",1,2,0,1,1,0,2,0,2
