"PatchID","XCOORD","YCOORD","ID","MID","FID","sex","age","size","mature","newmature","layeggs","capture","recapture","state","CDist","Hindex","Species","ClassFile","SubPatchID","L0A0","L0A1","L1A0","L1A1","L2A0","L2A1","L3A0","L3A1"
1,56758.45394,381341.8208,"S1_F10_m1f1_P10_Y7_UO29","I1_F44_m1f1_P10_Y5_UO30","I1_F33_m9f9_P10_Y0_UO500","FXX",1,0,0,0,0,0,0,0,-9999,0.3125,1,"P0_CV0",1,0,2,2,0,0,2,0,2
1,56758.45394,381341.8208,"S1_F33_m9f9_P33_Y7_UO587","ID9_F33_m9f9_P33_Y3_UO522","I9_F44_m77f77_P33_Y3_UO3232","MXY",1,0,0,0,0,0,0,0,-9999,0.875,1,"P0_CV0",1,1,1,1,1,0,2,0,2
1,56758.45394,381341.8208,"S1_F44_m9f9_P44_Y7_UO606","I9_F10_m9f9_P33_Y2_UO564","I9_F44_m77f77_P10_Y4_UO3279","MXY",1,0,0,0,0,0,0,0,-9999,0.5625,1,"P0_CV0",1,1,1,2,0,0,2,0,2
1,56758.45394,381341.8208,"I1_F33_m9f9_P44_Y6_UO577","I9_F10_m1f1_P10_Y3_UO65","ID9_F10_m-1f-1_P9_Y-1_U216","FXX",2,0,1,0,1,0,0,0,-9999,0.625,1,"P8_CV0",1,1,1,1,1,0,2,0,2
1,56758.45394,381341.8208,"I1_F33_m9f9_P10_Y5_UO581","ID9_F33_m77f77_P10_Y1_UO3175","I9_F33_m-1f-1_P1_Y-1_U175","FXX",3,0,1,0,1,0,0,0,-9999,0.875,1,"P76_CV0",1,1,1,1,1,0,2,0,2
1,56758.45394,381341.8208,"I1_F10_m1f1_P44_Y4_UO37","I1_F44_m77f77_P10_Y1_UO3111","I1_F10_m9f9_P18_Y2_UO562","FXX",4,0,1,0,1,0,0,0,-9999,0.375,1,"P76_CV0",1,0,2,0,2,0,2,0,2
1,56758.45394,381341.8208,"ID1_F10_m77f77_P10_Y2_UO3351","I77_F82_m-1f-1_P77_Y-1_U67","I77_F33_m-1f-1_P77_Y-1_U76","MXY",6,0,1,0,0,0,0,0,-9999,0.5,1,"P76_CV0",1,1,1,1,1,0,2,0,2
1,56758.45394,381341.8208,"I1_F10_m-1f-1_P1_Y-1_U83","-9999","-9999","MXY",14,0,1,0,0,0,0,0,-9999,1,1,"P0_CV0",1,2,0,2,0,0,2,0,2
3,338102.6853,-1366704.895,"S3_F59_m3f3_P59_Y7_UO159","ID3_F59_m79f79_P59_Y3_UO3437","I3_F64_m16f16_P59_Y4_UO868","FXX",1,0,0,0,0,0,0,0,-9999,0.375,1,"P15_CV0",1,1,1,1,1,0,2,0,2
3,338102.6853,-1366704.895,"S3_F59_m56f56_P59_Y7_UO2529","I56_F59_m56f56_P59_Y4_UO2528","ID56_F59_m56f56_P59_Y3_UO2561","FXX",1,0,0,0,0,0,0,0,-9999,0.75,1,"P55_CV0",1,2,0,1,1,0,2,0,2
