"PatchID","XCOORD","YCOORD","ID","MID","FID","sex","age","size","mature","newmature","layeggs","capture","recapture","state","CDist","Hindex","Species","ClassFile","SubPatchID","L0A0","L0A1","L1A0","L1A1","L2A0","L2A1","L3A0","L3A1"
1,56758.45394,381341.8208,"S1_F10_m1f1_P10_Y3_UO19","I1_F33_m9f9_P33_Y1_UO511","I1_F97_m-1f-1_P1_Y-1_U158","MXY",1,0,0,0,0,0,0,0,-9999,0.5,1,"P0_CV0",1,1,1,1,1,0,2,0,2
1,56758.45394,381341.8208,"S1_F33_m1f1_P33_Y3_UO52","ID1_F10_m-1f-1_P9_Y-1_U88","I1_F96_m1f1_P44_Y1_UO29","FXX",1,0,0,0,0,0,0,0,-9999,0.75,1,"P0_CV0",1,2,0,0,2,0,2,0,2
1,56758.45394,381341.8208,"S1_F44_m9f9_P44_Y3_UO537","I9_F33_m9f9_P10_Y0_UO527","ID9_F18_m-1f-1_P1_Y-1_U69","FXX",1,0,0,0,0,0,0,0,-9999,0.875,1,"P0_CV0",1,2,0,1,1,0,2,0,2
1,56758.45394,381341.8208,"ID1_F10_m77f77_P33_Y2_UO3329","I77_F33_m-1f-1_P9_Y-1_U107","ID77_F96_m-1f-1_P4_Y-1_U206","FXX",2,0,1,0,1,0,0,0,-9999,0.75,1,"P8_CV0",1,1,1,0,2,0,2,0,2
1,56758.45394,381341.8208,"ID1_F44_m77f77_P10_Y1_UO3132","I77_F82_m-1f-1_P77_Y-1_U206","I77_F10_m-1f-1_P77_Y-1_U118","FXX",3,0,1,0,1,0,0,0,-9999,0.5,1,"P76_CV0",1,0,2,2,0,0,2,0,2
1,56758.45394,381341.8208,"I1_F33_m1f1_P10_Y0_UO23","R1_F1_m-1f-1_P1_Y-1_U61","R1_F1_m-1f-1_P1_Y-1_U84","MXY",4,0,1,0,0,0,0,0,-9999,0.25,1,"P0_CV0",1,0,2,1,1,0,2,0,2
1,56758.45394,381341.8208,"I1_F44_m-1f-1_P1_Y-1_U157","-9999","-9999","FXX",8,0,1,0,1,0,0,0,-9999,0.5,1,"P0_CV0",1,1,1,2,0,0,2,0,2
1,56758.45394,381341.8208,"I1_F33_m-1f-1_P1_Y-1_U158","-9999","-9999","MXY",16,0,1,0,0,0,0,0,-9999,1,1,"P0_CV0",1,2,0,1,1,0,2,0,2
3,338102.6853,-1366704.895,"S3_F59_m3f3_P59_Y3_UO182","I3_F59_m-1f-1_P3_Y-1_U236","I3_F59_m16f16_P59_Y0_UO905","FXX",1,0,0,0,0,0,0,0,-9999,0.75,1,"P15_CV0",1,1,1,0,2,0,2,0,2
3,338102.6853,-1366704.895,"S3_F59_m79f79_P59_Y3_UO3462","I79_F59_m-1f-1_P3_Y-1_U119","I79_F59_m47f47_P64_Y1_UO2102","FXX",1,0,0,0,0,0,0,0,-9999,0.25,1,"P46_CV0",1,1,1,2,0,0,2,0,2
3,338102.6853,-1366704.895,"S3_F64_m79f79_P64_Y3_UO3386","ID79_F59_m17f17_P64_Y1_UO878","I79_F59_m-1f-1_P79_Y-1_U6","FXX",1,0,0,0,0,0,0,0,-9999,0.5,1,"P16_CV0",1,1,1,2,0,0,2,0,2
3,338102.6853,-1366704.895,"I3_F59_m79f79_P64_Y2_UO3546","I79_F64_m-1f-1_P79_Y-1_U225","I79_F59_m56f56_P59_Y0_UO2762","FXX",2,0,1,0,1,0,0,0,-9999,0.5,1,"P78_CV0",1,0,2,1,1,0,2,0,2
3,338102.6853,-1366704.895,"I3_F59_m17f17_P64_Y1_UO852","ID17_F64_m-1f-1_P17_Y-1_U158","I17_F64_m-1f-1_P17_Y-1_U120","MXY",3,0,1,0,0,0,0,0,-9999,0.75,1,"P16_CV0",1,1,1,1,1,0,2,0,2
3,338102.6853,-1366704.895,"I3_F59_m79f79_P59_Y0_UO3754","R79_F79_m-1f-1_P79_Y-1_U136","R79_F79_m-1f-1_P79_Y-1_U222","MXY",4,0,1,0,0,0,0,0,-9999,0.5,1,"P78_CV0",1,1,1,1,1,0,2,0,2
3,338102.6853,-1366704.895,"I3_F59_m-1f-1_P3_Y-1_U92","-9999","-9999","MXY",8,0,1,0,0,0,0,0,-9999,0.5,1,"P2_CV0",1,1,1,0,2,0,2,0,2
3,338102.6853,-1366704.895,"I3_F59_m-1f-1_P79_Y-1_U36","-9999","-9999","FXX",16,0,1,0,1,0,0,0,-9999,1,1,"P78_CV0",1,2,0,0,2,0,2,0,2
4,-253798.3533,279406.7349,"S4_F10_m9f9_P10_Y3_UO563","I9_F44_m-1f-1_P9_Y-1_U101","I9_F44_m1f1_P10_Y1_UO80","MXY",1,0,0,0,0,0,0,0,-9999,0.625,1,"P0_CV0",1,1,1,1,1,0,2,0,2
4,-253798.3533,279406.7349,"S4_F82_m4f4_P82_Y3_UO221","ID4_F67_m4f4_P82_Y0_UO221","I4_F82_m-1f-1_P4_Y-1_U238","FXX",1,0,0,0,0,0,0,0,-9999,0.625,1,"P3_CV0",1,2,0,0,2,0,2,0,2
4,-253798.3533,279406.7349,"S4_F82_m4f4_P82_Y3_UO284","I4_F67_m-1f-1_P4_Y-1_U158","I4_F82_m77f77_P82_Y0_UO3595","MXY",1,0,0,0,0,0,0,0,-9999,0.5,1,"P76_CV0",1,0,2,0,2,0,2,0,2
