"PatchID","XCOORD","YCOORD","ID","MID","FID","sex","age","size","mature","newmature","layeggs","capture","recapture","state","CDist","Hindex","Species","ClassFile","SubPatchID","L0A0","L0A1","L1A0","L1A1","L2A0","L2A1","L3A0","L3A1"
1,56758.45394,381341.8208,"S1_F10_m1f1_P10_Y1_UO1","I1_F33_m-1f-1_P1_Y-1_U87","I1_F44_m-1f-1_P1_Y-1_U13","FXX",1,0,0,0,0,0,0,0,-9999,0.25,1,"P0_CV0",1,1,1,1,1,0,2,0,2
1,56758.45394,381341.8208,"S1_F33_m1f1_P33_Y1_UO38","I1_F10_m-1f-1_P1_Y-1_U61","I1_F44_m-1f-1_P1_Y-1_U109","MXY",1,0,0,0,0,0,0,0,-9999,0.25,1,"P0_CV0",1,1,1,1,1,0,2,0,2
1,56758.45394,381341.8208,"S1_F44_m1f1_P44_Y1_UO48","I1_F44_m-1f-1_P1_Y-1_U102","I1_F10_m-1f-1_P1_Y-1_U150","MXY",1,0,0,0,0,0,0,0,-9999,0.25,1,"P0_CV0",1,1,1,2,0,0,2,0,2
1,56758.45394,381341.8208,"I1_F10_m77f77_P33_Y0_UO3524","R77_F77_m-1f-1_P77_Y-1_U51","R77_F77_m-1f-1_P77_Y-1_U36","FXX",2,0,1,0,1,0,0,0,-9999,0.75,1,"P76_CV0",1,1,1,1,1,0,2,0,2
1,56758.45394,381341.8208,"I1_F33_m-1f-1_P1_Y-1_U222","-9999","-9999","FXX",3,0,1,0,1,0,0,0,-9999,1,1,"P0_CV0",1,2,0,0,2,0,2,0,2
1,56758.45394,381341.8208,"I1_F33_m-1f-1_P1_Y-1_U234","-9999","-9999","MXY",5,0,1,0,0,0,0,0,-9999,0,1,"P0_CV0",1,0,2,1,1,0,2,0,2
1,56758.45394,381341.8208,"ID1_F10_m-1f-1_P9_Y-1_U142","-9999","-9999","FXX",7,0,1,0,1,0,0,0,-9999,0,1,"P8_CV0",1,0,2,2,0,0,2,0,2
1,56758.45394,381341.8208,"I1_F96_m-1f-1_P1_Y-1_U84","-9999","-9999","MXY",16,0,1,0,0,0,0,0,-9999,0.5,1,"P0_CV0",1,1,1,2,0,0,2,0,2
3,338102.6853,-1366704.895,"S3_F59_m16f16_P59_Y1_UO767","I16_F59_m-1f-1_P16_Y-1_U196","I16_F59_m-1f-1_P16_Y-1_U124","MXY",1,0,0,0,0,0,0,0,-9999,0.25,1,"P15_CV0",1,0,2,2,0,0,2,0,2
3,338102.6853,-1366704.895,"S3_F59_m56f56_P59_Y1_UO2432","I56_F59_m-1f-1_P56_Y-1_U205","ID56_F59_m-1f-1_P56_Y-1_U130","MXY",1,0,0,0,0,0,0,0,-9999,0.5,1,"P55_CV0",1,1,1,0,2,0,2,0,2
3,338102.6853,-1366704.895,"S3_F64_m3f3_P64_Y1_UO108","I3_F59_m-1f-1_P3_Y-1_U121","I3_F64_m-1f-1_P3_Y-1_U175","FXX",1,0,0,0,0,0,0,0,-9999,0.25,1,"P2_CV0",1,0,2,1,1,0,2,0,2
3,338102.6853,-1366704.895,"I3_F59_m3f3_P59_Y0_UO100","R3_F3_m-1f-1_P3_Y-1_U19","R3_F3_m-1f-1_P3_Y-1_U127","FXX",2,0,1,0,1,0,0,0,-9999,0.25,1,"P2_CV0",1,1,1,1,1,0,2,0,2
3,338102.6853,-1366704.895,"ID3_F59_m-1f-1_P3_Y-1_U84","-9999","-9999","FXX",3,0,1,0,1,0,0,0,-9999,0.5,1,"P2_CV0",1,1,1,1,1,0,2,0,2
3,338102.6853,-1366704.895,"I3_F59_m-1f-1_P17_Y-1_U139","-9999","-9999","FXX",5,0,1,0,1,0,0,0,-9999,0,1,"P16_CV0",1,0,2,0,2,0,2,0,2
3,338102.6853,-1366704.895,"I3_F59_m-1f-1_P3_Y-1_U187","-9999","-9999","MXY",8,0,1,0,0,0,0,0,-9999,1,1,"P2_CV0",1,2,0,1,1,0,2,0,2
3,338102.6853,-1366704.895,"I3_F64_m-1f-1_P3_Y-1_U11","-9999","-9999","FXX",16,0,1,0,1,0,0,0,-9999,0,1,"P2_CV0",1,0,2,1,1,0,2,0,2
4,-253798.3533,279406.7349,"S4_F10_m77f77_P10_Y1_UO3184","I77_F10_m-1f-1_P77_Y-1_U45","I77_F33_m-1f-1_P77_Y-1_U102","FXX",1,0,0,0,0,0,0,0,-9999,0.25,1,"P76_CV0",1,1,1,1,1,0,2,0,2
4,-253798.3533,279406.7349,"S4_F82_m4f4_P82_Y1_UO191","ID4_F82_m-1f-1_P4_Y-1_U61","ID4_F96_m-1f-1_P4_Y-1_U119","MXY",1,0,0,0,0,0,0,0,-9999,0.75,1,"P3_CV0",1,1,1,0,2,0,2,0,2
4,-253798.3533,279406.7349,"S4_F82_m77f77_P82_Y1_UO3108","ID77_F33_m-1f-1_P77_Y-1_U90","I77_F10_m-1f-1_P77_Y-1_U238","FXX",1,0,0,0,0,0,0,0,-9999,0.5,1,"P76_CV0",1,1,1,0,2,0,2,0,2
4,-253798.3533,279406.7349,"I4_F82_m4f4_P82_Y0_UO206","R4_F4_m-1f-1_P4_Y-1_U51","R4_F4_m-1f-1_P4_Y-1_U160","MXY",2,0,1,0,0,0,0,0,-9999,0.5,1,"P3_CV0",1,0,2,0,2,0,2,0,2
4,-253798.3533,279406.7349,"ID4_F10_m4f4_P82_Y0_UO221","R4_F4_m-1f-1_P4_Y-1_U83","R4_F4_m-1f-1_P4_Y-1_U149","FXX",2,0,1,0,1,0,0,0,-9999,0.25,1,"P3_CV0",1,1,1,0,2,0,2,0,2
4,-253798.3533,279406.7349,"I4_F67_m-1f-1_P4_Y-1_U235","-9999","-9999","MXY",5,0,1,0,0,0,0,0,-9999,0.5,1,"P3_CV0",1,1,1,0,2,0,2,0,2
4,-253798.3533,279406.7349,"I4_F82_m-1f-1_P77_Y-1_U9","-9999","-9999","FXX",7,0,1,0,1,0,0,0,-9999,0,1,"P76_CV0",1,0,2,1,1,0,2,0,2
4,-253798.3533,279406.7349,"I4_F82_m-1f-1_P4_Y-1_U18","-9999","-9999","MXY",16,0,1,0,0,0,0,1,-9999,0.5,1,"P3_CV0",1,1,1,1,1,0,2,0,2
5,-347344.1237,-1226931.373,"S5_F81_m94f94_P81_Y1_UO4082","I94_F81_m-1f-1_P94_Y-1_U212","I94_F91_m-1f-1_P94_Y-1_U196","FXX",1,0,0,0,0,0,0,0,-9999,0.75,1,"P93_CV0",1,1,1,0,2,0,2,0,2
5,-347344.1237,-1226931.373,"S5_F81_m80f80_P81_Y1_UO3423","I80_F81_m-1f-1_P80_Y-1_U107","I80_F81_m-1f-1_P80_Y-1_U95","FXX",1,0,0,0,0,0,0,0,-9999,0.75,1,"P79_CV0",1,1,1,0,2,0,2,0,2
5,-347344.1237,-1226931.373,"S5_F81_m47f47_P81_Y1_UO2056","I47_F64_m-1f-1_P47_Y-1_U86","ID47_F81_m-1f-1_P47_Y-1_U17","FXX",1,0,0,0,0,0,0,0,-9999,0.75,1,"P46_CV0",1,1,1,1,1,0,2,0,2
5,-347344.1237,-1226931.373,"ID5_F81_m80f80_P72_Y0_UO3818","R80_F80_m-1f-1_P80_Y-1_U53","R80_F80_m-1f-1_P80_Y-1_U244","MXY",2,0,1,0,0,0,0,0,-9999,0.5,1,"P79_CV0",1,1,1,2,0,0,2,0,2
5,-347344.1237,-1226931.373,"I5_F81_m80f80_P72_Y0_UO3814","R80_F80_m-1f-1_P80_Y-1_U33","R80_F80_m-1f-1_P80_Y-1_U34","MXY",2,0,1,0,0,0,0,0,-9999,0.75,1,"P79_CV0",1,1,1,2,0,0,2,0,2
5,-347344.1237,-1226931.373,"I5_F81_m-1f-1_P5_Y-1_U166","-9999","-9999","FXX",4,0,1,0,1,0,0,0,-9999,0,1,"P4_CV0",1,0,2,2,0,0,2,0,2
5,-347344.1237,-1226931.373,"I5_F81_m-1f-1_P5_Y-1_U60","-9999","-9999","MXY",7,0,1,0,0,0,0,0,-9999,1,1,"P4_CV0",1,2,0,1,1,0,2,0,2
5,-347344.1237,-1226931.373,"ID5_F81_m-1f-1_P5_Y-1_U225","-9999","-9999","FXX",16,0,1,0,1,0,0,0,-9999,0,1,"P4_CV0",1,0,2,2,0,0,2,0,2
7,-811616.8634,-376900.537,"S7_F13_m30f30_P13_Y1_UO1207","I30_F74_m-1f-1_P30_Y-1_U103","I30_F38_m-1f-1_P30_Y-1_U195","MXY",1,0,0,0,0,0,0,0,-9999,0.75,1,"P29_CV0",1,1,1,1,1,0,2,0,2
7,-811616.8634,-376900.537,"S7_F38_m37f37_P38_Y1_UO1513","ID37_F13_m-1f-1_P7_Y-1_U97","I37_F74_m-1f-1_P37_Y-1_U55","FXX",1,0,0,0,0,0,0,0,-9999,0.5,1,"P36_CV0",1,1,1,1,1,0,2,0,2
