"PatchID","XCOORD","YCOORD","ID","MID","FID","sex","age","size","mature","newmature","layeggs","capture","recapture","state","CDist","Hindex","Species","ClassFile","SubPatchID","L0A0","L0A1","L1A0","L1A1","L2A0","L2A1","L3A0","L3A1"
1,56758.45394,381341.8208,"S1_F10_m1f1_P10_Y0_UO1","R1_F1_m-1f-1_P1_Y-1_U7","R1_F1_m-1f-1_P1_Y-1_U57","FXX",1,0,0,0,0,0,0,0,-9999,0,1,"P0_CV0",1,0,2,0,2,0,2,0,2
1,56758.45394,381341.8208,"S1_F10_m9f9_P10_Y0_UO590","R9_F9_m-1f-1_P9_Y-1_U236","R9_F9_m-1f-1_P9_Y-1_U172","FXX",1,0,0,0,0,0,0,0,-9999,0.25,1,"P8_CV0",1,0,2,0,2,0,2,0,2
1,56758.45394,381341.8208,"S1_F33_m9f9_P33_Y0_UO549","R9_F9_m-1f-1_P9_Y-1_U135","R9_F9_m-1f-1_P9_Y-1_U180","MXY",1,0,0,0,0,0,0,0,-9999,0.75,1,"P8_CV0",1,1,1,2,0,0,2,0,2
1,56758.45394,381341.8208,"ID1_F44_m-1f-1_P1_Y-1_U201","-9999","-9999","FXX",2,0,1,0,1,0,0,0,-9999,0,1,"P0_CV0",1,0,2,0,2,0,2,0,2
1,56758.45394,381341.8208,"I1_F10_m-1f-1_P1_Y-1_U101","-9999","-9999","FXX",3,0,1,0,1,0,0,0,-9999,1,1,"P0_CV0",1,2,0,0,2,0,2,0,2
1,56758.45394,381341.8208,"ID1_F33_m-1f-1_P9_Y-1_U22","-9999","-9999","FXX",5,0,1,0,1,0,0,0,-9999,0.5,1,"P8_CV0",1,1,1,1,1,0,2,0,2
1,56758.45394,381341.8208,"ID1_F10_m-1f-1_P1_Y-1_U199","-9999","-9999","FXX",9,0,1,0,1,0,0,0,-9999,0.5,1,"P0_CV0",1,1,1,1,1,0,2,0,2
1,56758.45394,381341.8208,"ID1_F33_m-1f-1_P1_Y-1_U195","-9999","-9999","MXY",15,0,1,0,0,0,0,0,-9999,0,1,"P0_CV0",1,0,2,0,2,0,2,0,2
3,338102.6853,-1366704.895,"S3_F59_m16f16_P59_Y0_UO882","R16_F16_m-1f-1_P16_Y-1_U15","R16_F16_m-1f-1_P16_Y-1_U200","FXX",1,0,0,0,0,0,0,0,-9999,0.75,1,"P15_CV0",1,2,0,1,1,0,2,0,2
3,338102.6853,-1366704.895,"S3_F59_m3f3_P59_Y0_UO178","R3_F3_m-1f-1_P3_Y-1_U207","R3_F3_m-1f-1_P3_Y-1_U93","MXY",1,0,0,0,0,0,0,0,-9999,0.25,1,"P2_CV0",1,1,1,0,2,0,2,0,2
3,338102.6853,-1366704.895,"S3_F59_m79f79_P59_Y0_UO3846","R79_F79_m-1f-1_P79_Y-1_U133","R79_F79_m-1f-1_P79_Y-1_U235","MXY",1,0,0,0,0,0,0,0,-9999,0.5,1,"P78_CV0",1,1,1,1,1,0,2,0,2
3,338102.6853,-1366704.895,"I3_F64_m-1f-1_P3_Y-1_U214","-9999","-9999","FXX",2,0,1,0,1,0,0,0,-9999,0.5,1,"P2_CV0",1,1,1,1,1,0,2,0,2
3,338102.6853,-1366704.895,"ID3_F64_m-1f-1_P3_Y-1_U157","-9999","-9999","MXY",3,0,1,0,0,0,0,0,-9999,0.5,1,"P2_CV0",1,1,1,1,1,0,2,0,2
3,338102.6853,-1366704.895,"I3_F64_m-1f-1_P3_Y-1_U35","-9999","-9999","FXX",6,0,1,0,1,0,0,0,-9999,0.5,1,"P2_CV0",1,1,1,0,2,0,2,0,2
3,338102.6853,-1366704.895,"ID3_F64_m-1f-1_P3_Y-1_U160","-9999","-9999","MXY",9,0,1,0,0,0,0,0,-9999,0,1,"P2_CV0",1,0,2,0,2,0,2,0,2
3,338102.6853,-1366704.895,"I3_F59_m-1f-1_P3_Y-1_U210","-9999","-9999","FXX",15,0,1,0,1,0,0,0,-9999,0.5,1,"P2_CV0",1,1,1,0,2,0,2,0,2
4,-253798.3533,279406.7349,"S4_F10_m1f1_P10_Y0_UO23","R1_F1_m-1f-1_P1_Y-1_U72","R1_F1_m-1f-1_P1_Y-1_U222","FXX",1,0,0,0,0,0,0,0,-9999,0.5,1,"P0_CV0",1,1,1,0,2,0,2,0,2
