"PatchID","XCOORD","YCOORD","ID","MID","FID","sex","age","size","mature","newmature","layeggs","capture","recapture","state","CDist","Hindex","Species","ClassFile","SubPatchID","L0A0","L0A1","L1A0","L1A1","L2A0","L2A1","L3A0","L3A1"
1,56758.45394,381341.8208,"S1_F10_m1f1_P10_Y3_UO36","I1_F96_m1f1_P10_Y0_UO42","I1_F33_m-1f-1_P1_Y-1_U209","FXX",1,0,0,0,0,0,0,0,-9999,0.5,1,"P0_CV0",1,1,1,1,1,0,2,0,2
1,56758.45394,381341.8208,"S1_F33_m1f1_P33_Y3_UO93","ID1_F96_m-1f-1_P1_Y-1_U226","I1_F44_m77f77_P10_Y0_UO3568","MXY",1,0,0,0,0,0,0,0,-9999,0.875,1,"P0_CV0",1,1,1,0,2,0,2,0,2
1,56758.45394,381341.8208,"S1_F44_m9f9_P44_Y3_UO509","I9_F33_m1f1_P33_Y1_UO66","I9_F10_m-1f-1_P9_Y-1_U33","MXY",1,0,0,0,0,0,0,0,4899,0.625,1,"P8_CV0",1,0,2,1,1,0,2,0,2
1,56758.45394,381341.8208,"I1_F44_m1f1_P10_Y2_UO53","I1_F33_m-1f-1_P1_Y-1_U75","I1_F33_m-1f-1_P1_Y-1_U248","MXY",2,0,1,0,0,0,0,0,-9999,0.25,1,"P0_CV0",1,0,2,1,1,0,2,0,2
1,56758.45394,381341.8208,"I1_F10_m77f77_P96_Y1_UO3149","ID77_F82_m-1f-1_P77_Y-1_U200","I77_F10_m-1f-1_P77_Y-1_U245","MXY",3,0,1,0,0,0,0,0,-9999,0.75,1,"P76_CV0",1,1,1,1,1,0,2,0,2
1,56758.45394,381341.8208,"I1_F33_m1f1_P33_Y0_UO69","R1_F1_m-1f-1_P1_Y-1_U181","R1_F1_m-1f-1_P1_Y-1_U220","MXY",4,0,1,0,0,0,0,0,-9999,0.5,1,"P0_CV0",1,1,1,2,0,0,2,0,2
1,56758.45394,381341.8208,"I1_F10_m-1f-1_P1_Y-1_U140","-9999","-9999","MXY",8,0,1,0,0,0,0,0,-9999,0.5,1,"P0_CV0",1,1,1,1,1,0,2,0,2
1,56758.45394,381341.8208,"I1_F33_m-1f-1_P1_Y-1_U170","-9999","-9999","FXX",15,0,1,0,1,0,0,0,-9999,0.5,1,"P0_CV0",1,1,1,1,1,0,2,0,2
3,338102.6853,-1366704.895,"S3_F59_m3f3_P59_Y3_UO112","I3_F59_m56f56_P59_Y1_UO2446","I3_F59_m16f16_P59_Y1_UO854","MXY",1,0,0,0,0,0,0,0,-9999,0.625,1,"P15_CV0",1,2,0,1,1,0,2,0,2
3,338102.6853,-1366704.895,"S3_F59_m79f79_P59_Y3_UO3467","I79_F59_m3f3_P59_Y1_UO136","I79_F64_m-1f-1_P3_Y-1_U5","MXY",1,0,0,0,0,0,0,0,5858,0.375,1,"P2_CV0",1,1,1,1,1,0,2,0,2
