"PatchID","XCOORD","YCOORD","ID","MID","FID","sex","age","size","mature","newmature","layeggs","capture","recapture","state","CDist","Hindex","Species","ClassFile","SubPatchID","L0A0","L0A1","L1A0","L1A1","L2A0","L2A1","L3A0","L3A1"
1,56758.45394,381341.8208,"R1_F1_m-1f-1_P1_Y-1_U0",-9999,-9999,"MXY",3,0,1,0,0,0,0,0,-9999,0,1,"P0_CV0",1,0,2,2,0,0,2,0,2
1,56758.45394,381341.8208,"R1_F1_m-1f-1_P1_Y-1_U36",-9999,-9999,"MXY",14,0,1,0,0,0,0,0,-9999,0.5,1,"P0_CV0",1,1,1,1,1,0,2,0,2
1,56758.45394,381341.8208,"R1_F1_m-1f-1_P1_Y-1_U71",-9999,-9999,"FXX",1,0,0,0,0,0,0,0,-9999,0.5,1,"P0_CV0",1,1,1,0,2,0,2,0,2
1,56758.45394,381341.8208,"R1_F1_m-1f-1_P1_Y-1_U107",-9999,-9999,"FXX",1,0,0,0,0,0,0,0,-9999,0.5,1,"P0_CV0",1,1,1,1,1,0,2,0,2
1,56758.45394,381341.8208,"R1_F1_m-1f-1_P1_Y-1_U142",-9999,-9999,"FXX",16,0,1,0,1,0,0,0,-9999,0.5,1,"P0_CV0",1,1,1,1,1,0,2,0,2
1,56758.45394,381341.8208,"R1_F1_m-1f-1_P1_Y-1_U178",-9999,-9999,"MXY",2,0,1,0,0,0,0,0,-9999,1,1,"P0_CV0",1,2,0,0,2,0,2,0,2
1,56758.45394,381341.8208,"R1_F1_m-1f-1_P1_Y-1_U213",-9999,-9999,"FXX",3,0,1,0,1,0,0,0,-9999,0.5,1,"P0_CV0",1,1,1,2,0,0,2,0,2
1,56758.45394,381341.8208,"R1_F1_m-1f-1_P1_Y-1_U249",-9999,-9999,"FXX",3,0,1,0,1,0,0,0,-9999,0.5,1,"P0_CV0",1,1,1,1,1,0,2,0,2
3,338102.6853,-1366704.895,"R3_F3_m-1f-1_P3_Y-1_U0",-9999,-9999,"MXY",4,0,1,0,0,0,0,0,-9999,0,1,"P2_CV0",1,0,2,0,2,0,2,0,2
3,338102.6853,-1366704.895,"R3_F3_m-1f-1_P3_Y-1_U36",-9999,-9999,"FXX",1,0,0,0,0,0,0,0,-9999,0,1,"P2_CV0",1,0,2,1,1,0,2,0,2
3,338102.6853,-1366704.895,"R3_F3_m-1f-1_P3_Y-1_U71",-9999,-9999,"MXY",2,0,1,0,0,0,0,0,-9999,0.5,1,"P2_CV0",1,1,1,0,2,0,2,0,2
3,338102.6853,-1366704.895,"R3_F3_m-1f-1_P3_Y-1_U107",-9999,-9999,"FXX",1,0,0,0,0,0,0,0,-9999,0.5,1,"P2_CV0",1,1,1,1,1,0,2,0,2
3,338102.6853,-1366704.895,"R3_F3_m-1f-1_P3_Y-1_U142",-9999,-9999,"FXX",3,0,1,0,1,0,0,0,-9999,0,1,"P2_CV0",1,0,2,1,1,0,2,0,2
3,338102.6853,-1366704.895,"R3_F3_m-1f-1_P3_Y-1_U178",-9999,-9999,"FXX",5,0,1,0,1,0,0,0,-9999,1,1,"P2_CV0",1,2,0,2,0,0,2,0,2
3,338102.6853,-1366704.895,"R3_F3_m-1f-1_P3_Y-1_U213",-9999,-9999,"FXX",11,0,1,0,1,0,0,0,-9999,0,1,"P2_CV0",1,0,2,0,2,0,2,0,2
