"PatchID","XCOORD","YCOORD","ID","MID","FID","sex","age","size","mature","newmature","layeggs","capture","recapture","state","CDist","Hindex","Species","ClassFile","SubPatchID","L0A0","L0A1","L1A0","L1A1","L2A0","L2A1","L3A0","L3A1"
1,56758.45394,381341.8208,"S1_F10_m1f1_P10_Y7_UO23","I1_F96_m1f1_P44_Y5_UO85","I1_F33_m77f77_P10_Y5_UO3409","FXX",1,0,0,0,0,0,0,0,-9999,0.3125,1,"P0_CV0",1,0,2,0,2,0,2,0,2
1,56758.45394,381341.8208,"S1_F33_m1f1_P33_Y7_UO76","ID1_F33_m4f4_P82_Y2_UO245","I1_F10_m-1f-1_P1_Y-1_U230","MXY",1,0,0,0,0,0,0,0,-9999,0.4375,1,"P3_CV0",1,1,1,1,1,0,2,0,2
1,56758.45394,381341.8208,"S1_F44_m1f1_P44_Y7_UO91","I1_F18_m1f1_P10_Y0_UO42","ID1_F33_m9f9_P10_Y0_UO531","MXY",1,0,0,0,0,0,0,0,-9999,0.625,1,"P8_CV0",1,2,0,2,0,0,2,0,2
1,56758.45394,381341.8208,"ID1_F10_m1f1_P33_Y6_UO96","I1_F10_m-1f-1_P9_Y-1_U83","I1_F10_m-1f-1_P1_Y-1_U60","MXY",2,0,1,0,0,0,0,0,-9999,0.5,1,"P0_CV0",1,1,1,1,1,0,2,0,2
1,56758.45394,381341.8208,"ID1_F33_m9f9_P10_Y5_UO521","I9_F44_m1f1_P33_Y3_UO12","I9_F10_m-1f-1_P1_Y-1_U242","MXY",3,0,1,0,0,0,0,0,-9999,0.4375,1,"P0_CV0",1,1,1,1,1,0,2,0,2
1,56758.45394,381341.8208,"I1_F33_m9f9_P33_Y4_UO591","I9_F33_m-1f-1_P9_Y-1_U105","I9_F33_m9f9_P33_Y2_UO515","FXX",4,0,1,0,1,0,0,0,9298,0.125,1,"P8_CV0",1,0,2,2,0,0,2,0,2
1,56758.45394,381341.8208,"I1_F33_m9f9_P10_Y1_UO464","I9_F33_m-1f-1_P9_Y-1_U39","ID9_F33_m-1f-1_P9_Y-1_U64","FXX",7,0,1,0,1,0,0,0,-9999,0.5,1,"P8_CV0",1,1,1,0,2,0,2,0,2
1,56758.45394,381341.8208,"I1_F33_m-1f-1_P1_Y-1_U34","-9999","-9999","MXY",16,0,1,0,0,0,0,0,-9999,1,1,"P0_CV0",1,2,0,2,0,0,2,0,2
3,338102.6853,-1366704.895,"S3_F59_m3f3_P59_Y7_UO144","I3_F59_m16f16_P59_Y4_UO918","I3_F59_m16f16_P59_Y2_UO867","FXX",1,0,0,0,0,0,0,0,-9999,0.75,1,"P15_CV0",1,1,1,0,2,0,2,0,2
3,338102.6853,-1366704.895,"S3_F59_m3f3_P59_Y7_UO197","I3_F59_m-1f-1_P56_Y-1_U166","ID3_F64_m17f17_P64_Y4_UO986","MXY",1,0,0,0,0,0,0,0,-9999,0.53125,1,"P55_CV0",1,1,1,1,1,0,2,0,2
3,338102.6853,-1366704.895,"S3_F64_m17f17_P64_Y7_UO940","I17_F64_m79f79_P64_Y5_UO3506","I17_F64_m-1f-1_P47_Y-1_U32","FXX",1,0,0,0,0,0,0,0,-9999,0.4375,1,"P78_CV0",1,0,2,1,1,0,2,0,2
3,338102.6853,-1366704.895,"I3_F59_m3f3_P59_Y6_UO175","I3_F59_m3f3_P64_Y0_UO136","I3_F59_m79f79_P59_Y4_UO3552","MXY",2,0,1,0,0,0,0,0,-9999,0.5,1,"P78_CV0",1,1,1,0,2,0,2,0,2
3,338102.6853,-1366704.895,"I3_F59_m3f3_P64_Y5_UO180","I3_F59_m-1f-1_P56_Y-1_U166","I3_F59_m56f56_P59_Y3_UO2603","FXX",3,0,1,0,1,0,0,0,10257,0.375,1,"P55_CV0",1,1,1,2,0,0,2,0,2
3,338102.6853,-1366704.895,"I3_F59_m17f17_P64_Y4_UO970","ID17_F64_m17f17_P64_Y2_UO954","ID17_F64_m79f79_P64_Y2_UO3495","MXY",4,0,1,0,0,0,0,0,-9999,0.4375,1,"P78_CV0",1,0,2,1,1,0,2,0,2
3,338102.6853,-1366704.895,"I3_F59_m16f16_P59_Y2_UO858","I16_F59_m-1f-1_P16_Y-1_U143","ID16_F59_m-1f-1_P16_Y-1_U210","FXX",6,0,1,0,1,0,0,0,-9999,0.5,1,"P15_CV0",1,1,1,2,0,0,2,0,2
3,338102.6853,-1366704.895,"I3_F59_m-1f-1_P3_Y-1_U120","-9999","-9999","FXX",15,0,1,0,1,0,0,0,-9999,0.5,1,"P2_CV0",1,1,1,1,1,0,2,0,2
4,-253798.3533,279406.7349,"S4_F10_m9f9_P10_Y7_UO542","ID9_F10_m9f9_P10_Y5_UO615","ID9_F44_m1f1_P33_Y5_UO1","FXX",1,0,0,0,0,0,0,0,-9999,0.75,1,"P0_CV0",1,1,1,2,0,0,2,0,2
4,-253798.3533,279406.7349,"S4_F82_m4f4_P82_Y7_UO252","I4_F96_m4f4_P82_Y3_UO256","I4_F96_m4f4_P82_Y0_UO194","MXY",1,0,0,0,0,0,0,0,-9999,0.5,1,"P3_CV0",1,0,2,2,0,0,2,0,2
4,-253798.3533,279406.7349,"S4_F82_m4f4_P82_Y7_UO209","I4_F82_m4f4_P10_Y5_UO201","I4_F82_m4f4_P82_Y5_UO270","MXY",1,0,0,0,0,0,0,0,-9999,0.65625,1,"P86_CV0",1,2,0,0,2,0,2,0,2
4,-253798.3533,279406.7349,"I4_F82_m77f77_P82_Y6_UO3417","I77_F10_m1f1_P33_Y2_UO61","I77_F10_m-1f-1_P4_Y-1_U27","MXY",2,0,1,0,0,0,0,1,11216,0.75,1,"P0_CV0",1,1,1,1,1,0,2,0,2
4,-253798.3533,279406.7349,"ID4_F67_m9f9_P10_Y5_UO542","I9_F33_m9f9_P10_Y3_UO502","I9_F33_m1f1_P33_Y3_UO37","MXY",3,0,1,0,0,0,0,1,-9999,0.5625,1,"P76_CV0",1,1,1,0,2,0,2,0,2
4,-253798.3533,279406.7349,"ID4_F96_m4f4_P82_Y3_UO210","I4_F96_m4f4_P82_Y1_UO189","I4_F82_m4f4_P82_Y1_UO210","MXY",5,0,1,0,0,0,0,1,-9999,0.375,1,"P3_CV0",1,0,2,1,1,0,2,0,2
4,-253798.3533,279406.7349,"I4_F67_m4f4_P67_Y1_UO197","I4_F67_m-1f-1_P4_Y-1_U241","I4_F10_m-1f-1_P4_Y-1_U166","FXX",7,0,1,0,1,0,0,0,-9999,0.5,1,"P3_CV0",1,0,2,1,1,0,2,0,2
4,-253798.3533,279406.7349,"ID4_F82_m-1f-1_P4_Y-1_U74","-9999","-9999","MXY",16,0,1,0,0,0,0,1,-9999,0.5,1,"P3_CV0",1,1,1,2,0,0,2,0,2
5,-347344.1237,-1226931.373,"S5_F81_m5f5_P81_Y7_UO336","ID5_F81_m80f80_P72_Y4_UO3616","ID5_F81_m-1f-1_P80_Y-1_U240","MXY",1,0,0,0,0,0,0,0,-9999,0.0625,1,"P93_CV0",1,0,2,1,1,0,2,0,2
5,-347344.1237,-1226931.373,"S5_F72_m80f80_P72_Y7_UO3646","I80_F72_m80f80_P72_Y5_UO3657","I80_F81_m47f47_P81_Y3_UO2300","MXY",1,0,0,0,0,0,0,0,-9999,0.4375,1,"P46_CV0",1,1,1,2,0,0,2,0,2
5,-347344.1237,-1226931.373,"S5_F81_m5f5_P81_Y7_UO372","I5_F72_m80f80_P81_Y2_UO3580","I5_F81_m94f94_P81_Y5_UO4463","MXY",1,0,0,0,0,0,0,0,12175,0.4375,1,"P41_CV0",1,1,1,2,0,0,2,0,2
5,-347344.1237,-1226931.373,"ID5_F72_m80f80_P72_Y6_UO3682","I80_F81_m80f80_P72_Y4_UO3664","I80_F72_m80f80_P72_Y4_UO3656","MXY",2,0,1,0,0,0,0,0,-9999,0.5625,1,"P93_CV0",1,0,2,2,0,0,2,0,2
5,-347344.1237,-1226931.373,"I5_F81_m47f47_P81_Y6_UO2341","I47_F81_m47f47_P81_Y4_UO2352","ID47_F81_m17f17_P64_Y1_UO924","FXX",2,0,1,0,1,0,0,0,-9999,0.25,1,"P46_CV0",1,1,1,1,1,0,2,0,2
5,-347344.1237,-1226931.373,"ID5_F81_m94f94_P81_Y4_UO4421","I94_F81_m-1f-1_P50_Y-1_U237","I94_F81_m95f95_P91_Y2_UO4409","FXX",4,0,1,0,1,0,0,0,-9999,0.4375,1,"P93_CV0",1,1,1,0,2,0,2,0,2
5,-347344.1237,-1226931.373,"I5_F81_m80f80_P81_Y2_UO3607","ID80_F72_m-1f-1_P80_Y-1_U135","ID80_F81_m-1f-1_P5_Y-1_U78","MXY",6,0,1,0,0,0,0,0,-9999,0.25,1,"P79_CV0",1,1,1,1,1,0,2,0,2
5,-347344.1237,-1226931.373,"I5_F81_m-1f-1_P80_Y-1_U18","-9999","-9999","MXY",16,0,1,0,0,0,0,0,-9999,0.5,1,"P79_CV0",1,1,1,0,2,0,2,0,2
7,-811616.8634,-376900.537,"S7_F13_m30f30_P13_Y7_UO1388","I30_F52_m90f90_P52_Y5_UO4227","I30_F38_m7f7_P13_Y3_UO425","MXY",1,0,0,0,0,0,0,0,-9999,0.46875,1,"P29_CV0",1,1,1,1,1,0,2,0,2
7,-811616.8634,-376900.537,"S7_F38_m37f37_P38_Y7_UO1787","I37_F74_m37f37_P74_Y2_UO1641","ID37_F52_m12f12_P52_Y2_UO723","MXY",1,0,0,0,0,0,0,0,13134,0.1875,1,"P36_CV0",1,1,1,1,1,0,2,0,2
7,-811616.8634,-376900.537,"S7_F74_m37f37_P74_Y7_UO1709","I37_F38_m78f78_P13_Y5_UO3482","I37_F74_m46f46_P13_Y4_UO2271","FXX",1,0,0,0,0,0,0,0,-9999,0.375,1,"P59_CV0",1,0,2,2,0,0,2,0,2
7,-811616.8634,-376900.537,"I7_F38_m90f90_P35_Y6_UO4268","I90_F6_m46f46_P86_Y2_UO2174","I90_F86_m92f92_P57_Y4_UO4361","MXY",2,0,1,0,0,0,0,0,-9999,0.5,1,"P45_CV0",1,0,2,2,0,0,2,0,2
7,-811616.8634,-376900.537,"ID7_F13_m78f78_P38_Y6_UO3460","I78_F29_m30f30_P13_Y4_UO1415","I78_F38_m-1f-1_P78_Y-1_U35","MXY",2,0,1,0,0,0,0,0,-9999,0.0625,1,"P45_CV0",1,0,2,2,0,0,2,0,2
7,-811616.8634,-376900.537,"I7_F74_m78f78_P29_Y4_UO3447","ID78_F13_m78f78_P29_Y1_UO3275","ID78_F54_m12f12_P13_Y1_UO676","FXX",4,0,1,0,1,0,0,0,-9999,0.25,1,"P77_CV0",1,1,1,2,0,0,2,0,2
7,-811616.8634,-376900.537,"I7_F38_m37f37_P74_Y2_UO1642","I37_F38_m-1f-1_P37_Y-1_U150","I37_F38_m-1f-1_P37_Y-1_U101","MXY",6,0,1,0,0,0,0,0,-9999,0.5,1,"P36_CV0",1,1,1,2,0,0,2,0,2
7,-811616.8634,-376900.537,"I7_F52_m-1f-1_P37_Y-1_U44","-9999","-9999","MXY",16,0,1,0,0,0,0,0,-9999,1,1,"P36_CV0",1,2,0,0,2,0,2,0,2
9,-13432.88572,466595.3015,"S9_F10_m1f1_P10_Y7_UO5","I1_F33_m1f1_P10_Y5_UO81","I1_F10_m-1f-1_P9_Y-1_U79","MXY",1,0,0,0,0,0,0,0,14093,0.28125,1,"P0_CV0",1,0,2,2,0,0,2,0,2
